,mark,review_text,date
10,2," толпы, очереди, отсутствие порядка, аэропорт явно не рассчитан большое количество человек ",04 июля 2022
11,10," прекрасное место! кисловодск просто идеальное место, спокойно отдохнуть поправить свое состояние физическое, ментальное. ездила подругой, достопримечательности обошли объездили, заведениях/музеях побывали. погода время чудесная, люди приветливы, еда вкусна! отдельно отмечу воду кисловодская целебная – оказалась действительно полезной. многое узнали ней, пока были, пили естественно постоянно. проблемах жкт идеальна. ",22 июня 2022
12,4," необходимо приобрести багажные каталки здравствуйте! ворота кмв! сегодня очень стыдно наш красивейший аэропорт. сегодня столкнулась проблемой , прилетели, ждем багаж, проплачена привезена доп тяжелая сумка. увы… носильщика, собственно нужна просто багажная каталка, багажном терминале нет. это встречаем гостей курорта? бегают -ищут. стыдоба. пропишу сайтах, написать отзыаы. дёшево… противно. женщины волокут детей, чемоданы. ",20 сентября 2021
13,2," жизнь воды всем привет! приехали гости родственникам пос. пятигорский , это ужас, люди посёлке живут воды, совсем. живем второй месяц. помыться помыть посуду, постирать, воды нет днём вечером утром. это просто средневековый 🏰 век, живут бедные люди.я полнейшем шоке, искать какое место баню поехать помыться. администрация руководство пятигорска смотрит! никаких мер не предпринимается.туристы коем случае не приезжайте сюда, не сможете элементарно помыться. ",27 июня 2021
14,4, детьми коляске гулять кисловодске? детьми коляске гулять кисловодске? никак! инвалидам более. ,27 ноября 2020
15,3," очень портит отдых пребывание железногорске гремящая музыка парке озера. невозможно комнате открыть окно, не слышать бум-бум- бум.. ",03 октября 2020
16,4," выехать аэропорта холле аэровокзала стоит стойка м надписью такси проезд г железноводск составил 850 руб ,в время яндекс такси стоит 350 руб .что нелигалы аропорту ",10 июля 2020
17,9, выбирайтесь дома любую погоду почаще) гора кольцо находится боргустанском хребте.там интересных мест.вот вариантов прогулки боргустанскому хребту горой кольцо. ,23 января 2020
18,10, выбирайтесь дому почаще) монастырь интересен сама гора. вариантов день провести захватом монастыря горы. ,23 января 2020
19,8," прекрасно, приездом читайте отзывы, точно посетить прекрасно отдохнули, взяли женой отпуск отправились кататься кмв. посетили города, которые хотели, останавливались мин водах , самое дешевое жилье. машину брали прокат мин-водах, удобно добираться аэропорта. вышло дешево, брали автостиле.всего провели кмв 10 дней. это время сбросили весе, наладили свое питание, посетили пятигорск, кисловодск, ессентуки железноводск. жаль, заранее не стали читать отзывы курорте, нашли гораздо мест, посетили. следующем году наверстаем упущенное. не тратьте время деньги моря, езжайте оздоравливаться! читайте заранее отзывы! ",16 декабря 2019
20,2," шаляпин умер 1938г дешевая легенда. открылся конце 40х. говорят, однажды нем обедал федор шаляпин шаляпин умер 1938г. париже, плевать хотел ваш большевистский пятигорск.владельцам нужно уволить маркетолога распространил такую ересь. ",17 октября 2019
21,10," не морочить людям голову негативными отзывами! вернулись сыном иноземцева (санаторий машук аква-терм) - полном восторге. отзывы нём старые не соответствуют действительности. посмотрите свежие рейтинги убедитесь, пишут неправду! самим съездить убедиться, санаторий классный. просто не напраслину объект возводить. г. железноводск последние годы просто расцвёл (центр 100%) -мы приятно удивлены (по сравнению пятигорском просто земля небо ). 4-ый ( перерывами) отдыхаем северном кавказе, поэтому видим изменения лучшую, худшую сторону. ",29 августа 2019
22,10," кисловодск... добрый вечер, хочу оставить свой отзыв отдыхе раз, кисловодске бываем часто, нам очень нравится там, такая природа 2 часах нас, раньше бабушка жила, останавливались конечно, приходится гостиницах. вот, нам очень повезло снять дом, 2 этажный, недорого. хозяин очень доброжелательный, дом чистый, новый, наверху 3 спальни, внизу гостиная кухня, посуда, мангал, замечательная терраса прекрасным видом кисловодск, вокруг такая природа (дом стоит горе), хозяин дал номер такси, 100 руб. съездили коллонаду, парке погулять. дети ( младший налазился горам вдоволь, просится ) очень довольны, будем останавливаться!!! ",12 марта 2019
23,8," минеральные воды -хорошо полезно. дорогие друзья,краткое описание посещения города ессентуки,города кмв очень романтичны,а ессентуки запомнился очень солнечным,праздничным.добрым,хотелось предупредить посещающих ставропольский край,о известной фирме sdaldom/kvartiraвсе: кассирша авиакассах, турагент,девушки нарзанных галереях, экскурсоводы,владельцы квартир вежливыми отзывчивыми,а эта фирма обманула.будьте бдительны. удачи всем путешествиях. ",11 сентября 2018
24,1," комментарий! это видеть, кошмар, не аэропорт. ",18 декабря 2017
25,5," это не аэропорт, ужас! это не аэропорт, ужас! заслуживают двойку плюсом. зал прилета не оборудован, выходе кавказские таксисты не затаскивают машины. ",18 декабря 2017
26,10," поездка майские ессентуки ессентуки мае очень уютен несуетлив. приезжаешь сюда , время останавливается, вокруг нет той городской суеты , которая присутствует больших мегаполисах , нет шума проезжающих машин, вокруг тишина спокойствие. ессентуки поражает архитектурой , сохранившейся советской эпохи, попадая город , ощущаешь оказался прошлом , попал семидесятые года прошлого века! город красив не архитектурой , период весеннего цветения вокруг благоухает- цветут цветы клумбах, цветут всевозможные кустарники деревья -каштаны вишни , сакурагуляя уютным тихим улочкам города , заблудится невозможно(даже очень сильно захочешь). дороги приведут городскому вокзалу городе всевозможные питьевые галереи минеральными источниками (которые кстати говоря, работают строго расписанию)в хорошую погоду окна нашего номера отеле, находящегося 3 этаже виден эльбрус ",05 декабря 2017
27,10," тихое уютное великолепие ессентуков ессентуки необычайно спокойный тихий курортный город. старинная архитектура красивые парки , множество питьевых галерей минеральными источниками . тихий несуетливый город чистые ухоженные улочки , заблудится которых невозможно! находишься городе видишь вокруг цветущие клумбы кустарники , улыбающихся отдыхающих, становится светло тепло душе . каждый побывал небольшом городке мечтает оказаться уютном тихом городе, подальше суеты огромных мегаполисов! ",05 декабря 2017
28,10," не место красит человека , человек место сестрой ехали транзитом,через минеральные воды.были сутки вокзале.пришлось остановиться комнате длительного отдыха жд вокзале.поразило обслуживание . приняла дежурная емельяненко ольга александровна .вот действительно человек своем месте.пока устраивали номер нам предложены короткие экскурсии кисловодску,мин.водам.ольга александровна любовью говорила местах, которые посетить ,что не смогли удержаться прекрасно провели время.мало обратного пути опаздывали автобус поезда.ольга александровна нашла вокзал которого должны уехать договорилась работниками вокзала.нас ждал четыре дня автобус вокзале,20 минут,пока не добрались такси. поезда.мне очень жаль не сохранила фото ольги александровны.очень хотелось увидели сколько просто доброты человека. ",07 октября 2017
29,10," замечательно! кисловодск прекрасный город. чистый, ухоженный, замечательным парком, очень интересными окрестностями, целебной водой, доброжелательными жителями вкусной едой. хороших гостиниц (мы останавливались короне очень довольны) кафе ( нам понравилось городе старый баку, парке чайный домик сосновой горе). главная достопримечательность - парк: зелень, цветы, дорожки, изумительный воздух. ",26 августа 2017
30,2," плохое место экскурсий ито не люблю матом всем привет. не советую это место хочет поехать туда посмотреть достопримечательности, нету, никуда не пустят, посмотреть фотки интернете 1000 красочнее наяву, максимум будете улице ещё не каждый столик пустят. вобщем не злой человек, там, довели. ",22 августа 2017
31,10," колосе здороаья прибавят, настроение улучшится! спасибо коллективу санатория колос доброту внимателтное отношение отдыхающим! колос 1 это уголок уюта, спокойствия искренних улыбок! всем советуем родственникам, друзьям. ",23 марта 2017
32,10," прекрасная осень кисловодске! вернулись кисловодска. cпасибо коллективу санатория колос прекрасный отдых лечение. получили массу изумительных впечатлений. лечение питание отлично, номера чистые, вовремя убирается. отдельное спасибо нашим официанткам поварам. массажист - мастер высокого класса. ходили пить минеральную воду нарзанную галерею - находится рядом санаторием. одним словом - нам очень понравилось. хотим сказать большое спасибо девочкам, занимается экскурсиями. посетили красивейших мест. замечательно, услуги территории санатория. спасибо!так держать! ",20 октября 2016
33,10," чудесное место лечения отдыха отдыхала солнечном сентябре 2015 года. очень понравилось, не хорошоотдохнула, поправила здоровье. главное лечение оно замечательное, водные процедуры, различные ванны, грязи, массаж, ингаляции, гинекологические процедуры, физио процедуры, консультации ведение узкими специалистами, питьевое лечение, посещение бассейна многое другое. процедуры входят стоимость путевки, спа процедуры – обертывание, косметолог, сауна некоторые развлечение - боулинг, бильярд оплачивать дополнительно. ",10 мая 2016
34,5, мамой нам очень понравилось ,02 ноября 2015
35,10," добрый день! хочу оставить благодарность представителю компании аэрофлот минеральных водах,не знаю имени помощь понимание оказанную 09.10.2015 бабушке 70 лет которая опаздывала рейс мин-воды/внуково,замечательный, внимательный,выполняющий работу ответсвенно, оказанная правильная консультация помогла успеть таки вылететь праздновоние рождение внучки!!!замечательный сотрудник компании аэрофлот мин водах спасибо всей семьи бабушки которой помогли!!!! ",10 октября 2015
36,8," не гость курорта, местный житель живу кисловодске. очень красивый город, старый парк, особая атмосфера, какие пейзажи. экологии мы, кажется, 6 месте рф. финансирования сюда побольше, рабочих мест, развлечений молодежи. стал город одним лучших россии. касается частного сектора, скажу вам, не снимайте квартиры районе свято- никольского храма, самые старые коммуникации городе, воды не весь день ",07 октября 2015
37,10," прометей. минеральные воды проездом минеральных водах аэропорту посоветовали посетить данную гостиницу. приезду (доставили бесплатным трансфером) встретила администратор приятной отзывчивой внешностью. оформления проводила номер. номере нужно, душевой обнаружил мыло туалетную бумагу, приятно удивил отличный wi-fi. незнаю кому-как, понравилось. чисто, аккуратно паффоса. удачи процветания! ",09 июля 2015
38,8," отдых кисловодске отдых кисловодске рекомендую тем, не любит шума хочет отдохнуть суеты. ради прекрасного парка чистейшего воздуха стоит посетить известную здравницу. молодежи инфраструктура пока не очень развита - пару клубов кинотеатр, зато множество экскурсионных направлений, не не радовать. кисловодск стоит того, посетить! ",17 сентября 2013
39,10," пятигорск детьми. пятигорске детьми.1. музей бабочек кирова.(рядом питьевая галерея).-2 часа.2.новопятигорское озеро(можно трамваем).и рядом парк победы интерактивным залом.-весь день.3.парк им.кирова(озеро черепахами).-4-5 часов.4.съездить кисловодский дельфинарий.-пол дня.5.подняться канатке машук.-4 часа.6.вечером погулять цветнику(с подьемом китайской беседке прогулке эоловой арфе).-весь вечер.7.съездить железноводск 113 маршрутке верхнего рынка озера (рядом сан.30 летия победы).-весь день.8. маршрутке парк иноземцево(очень красив вечером подсветка).часов 179.сходить музыкальному фонтанувечером 21 рядом городской администрацией.10.поесть кафе сладкоежка недалеко входа цветник.11.сьездить электричкой курортный парк есентуков.можно парк победы сан.виктория-весь день.12. кисловодске попить горячий шоколад курортном бульваре питьевой галереи.прогулятся мостика дамский капризи т.д-весь день...будет интересно не детям,родителям тоже. ", 18 февраля 2023
40,1," не рекомендую экскурссии кмв! купили билеты домбай экскурсию. посадке увидели наши места(нас 2 взрослых человека) заднем сидении(машина 6 местная) , сесть ехать необходимо колени повернуть вбок(тесно). функцию экскурсовода выполняет водитель некуда сажать экскурсовода.а ехать 6 часов дороге (3 часа одну сторону). обратились хозяину экскурсий - артуру который оказался водителем машины, просьбой помочь нам, решить вопрос...на артур расстроился отвлекли просьбой, вспылил, ответил фантазеры, деньги нам не вернёт не согласимся ехать сгруппировавшись потерпеть.и , вообще никуда не поедем минвод хозяин этих экскурсионных бюро, запомнил даст приказ никуда не возили добавили черный список.....))вместо предложить вариант комфортной езды нам обещано старте впедед 100% оплатили.или например предложить нам другую экскурсию, свободные места подсадить хозяин экскурсий.... соответственно выбор машины стоят наполняются... крайнем случае экскурссии те медовые водопады позже предложить нам добавиться комфортом. желание понять клиента, выполнить обещания минимальная заинтересованность людях.он резко повысил голос стал угрожать никуда не поедем стал доказывать сесть сгруппироваться коленки поместятся не уткнутся впередистоящее кресло, не соответствовало действительности (так высокие люди, соседи впереди не готовы подвинуть кресло вперед)как итог ровном месте не разобрался, не извинился, наобор швырнул нам деньги, газам! ", 16 июля 2022
41,10," пользой провели время говорить целом, нам понравилось минеральных водах. город довольно уютный, спокойный. первую очередь понравилась окружающая природа, сходить, прогуляться отдохнуть. плане культурного отдыха дела немного скромнее обстоят. прям каких-то серьезных, грандиозных достопримечательностей не много. думаю, город первую очередь рассчитан именно спокойный, размеренный отдых семьей. ездили мужем дочкой, отдохнули хорошо. помимо этот, мужем немного здоровье поправили помощи минеральной воды, которой достатке. пили сульфатный нарзан, полезная вода вкусу понравилась. домой вернулись, постарались что-то похожее найти, продолжать лечение желудка. плане кисловодская целебная понравилась, сульфатный нарзан. поездкой довольны. вообще, приятно выбраться отдых, давно не выезжали. приятно побывать. конечно, вариантов досуга не много. спокойно отдохнуть душой можно. более, отдых сравнительно не дорогой. ", 06 июля 2022
42,10," уютный город отдыха понравилось пятигорске. довольно красивый город. нему видно, многое осталось времен совестного союза, самом деле неплохо. нового. погулять, отдохнуть. причем, любителей активного отдыха досуг есть, просто спокойно отдохнуть можно. не смотря город туристический, отдыхающих, город чистый опрятный. это прям приятно было. отдыхали супругом одном местных санаториев. попутно отдыхом поправляли здоровье, благо, наличие минеральных вод этому способствует. отдохнули замечательно, душой телом. немного поправили состояние наших мужем желудков, обоих некоторые проблемы плане есть. пили сульфатный нарзан. потом, домой приехали, решили такую минеральную воду найти, нам помогает. оказалось, не просто найти. все-таки можно. интернет-магазин заказываем кисловодскую целебную воду. прям такая, пятигорске пили. касается отдыха. понравилось. город приятный. хотелось снова побывать. ", 28 июня 2022
43,10," знакомство миниральными источниками ездили кисловодск, рекомендации друзей. не пожалели. отдыхали спа отеле главные нарзанные ванны . соотношение цены качества порадовало. бронировали заранее сайте отеля, ехали области. очень волновались, реальность превзошла ожидания. отеле заказать экскурсии. особенно нам понравился национальный парк. долина роз просто восхитительна летом. красивый, ухоженный розарий никого не оставит равнодушным. санатория шаговой доступности располагаются миниральные источники. самом санатории заказать оздоровительные процедуры. принимали естественные нарзанные ванны, сервис прекрасный. нам бесплатно предоставили шапочки полотенца. процедуры получили приятный подарок виде кислородного коктеля. персонал улыбчивый гостеприимный. большой, чистый бассейн. немаловажно отдыха, оздоровления. прекрасное место отдыха. нам очень понравилось. обязательно вернемся. ", 30 октября 2021
44,10," отдых железноводске июне отдых железноводск проходил июне 2021 года. осенью посетила кисловодск захотелось вернуться дивный благодатный край, решение не заставило ждать. железноводск приметила ездила рамках экскурсии городам кмв. приезду, город встретил прекрасной погодой, обилием зелени, цветов пением птиц. проживала отеле жемчужина кавказа, лечения. всем очень довольно, чисто, вкусно, достопримечательности рядом. главное не дорого! каждый день начинался похода вокруг красивейшего места, городского озёра, утрам не народа, гулять, отдыхать лежаках, заниматься тренажерах, наслаждаться свежим воздухом видами гор. каскадная лестница, отличная тренировках мышц ног, красивая, украшена скульптурами, фонтанами, цветами удивительными деревьями. поднявшись наверх встретит хозяин гор, скульптура орла годо смотрящего гостей города. фонтан, интересное авторское решение, кружки питья минеральной воды, утопающие танцующих струях воды. пушкинская галерея, место гости могут прикоснуться искусству, музыке, танцам. гора железная, её недр поднимаются поверхность земли целебные минеральные воды, вкус разные, своеобразные, быстро привыкаешь. теренкур вокруг горы железная, прекрасное место пешей прогулки, наслаждаться чистейшим воздухом, пением птиц, вековыми деревьями. любителей активного отдыха имеются экомаршруты горы развалка, увидеть пещеру первобытного человека посетить лесное кафе. особо хочу отметить предлагаемую гостям экскурсионную программу, горы, города, водопады, рыбалка, источники, храмы, любой вкус. выбрала эльбрус, это впечатляющее зрелище, оставляющее душе бурю эмоций, невероятная холодная красота снегов горных вершин, внизу предгорье, пейзажи не уступающие красоте альпийским. очень интересные экскурсии городам кмв, медовые водопады, форелевое хозяйство, карачаево-черкесию, г.грозный, северную осетию другие места. железноводска гостей возят экскурсию святым местам, место захоронения феодосия кавказского, женский свято-георгиевский монастырь. самом железноводске церковь покрова божьей матери, очень душевное место. подведу итог, любите активный отдых, пешие прогулки, походы горы, хотите поправить здоровье зарядиться хорошим настроением, железноводск. ", 03 августа 2021
