,mark,review_text,date
10,10," потрясающее место обязательное посещению интересный неутомительный маршрут 3-4 часа. не обходимые указатели маршруту, оборудованные места отдыха, урны. сотрудники действительно очень вежливые готовы ответить вопросы относительно маршрута. цена посещения - 200 руб человека, оплатить картой. конце маршрута (у кафе) предлагают доп.услугу - подвезти началу маршрута. цена данной услуги - 600 рублей машину. прогулялись пешком. время пути составило 15-20 минут. ",28 августа 2021
11,2," вход парк 800 рублей считала, посещение места бесплатное однако года пятницам субботам отдыхающих это удовольствие встанет 800 рублей человека, самостоятельно, 500 экскурсией покупать. нет слов злость одна разочарование. приехали семьей, обезьянки забора поглядели салют, дали стадион фишт, развернулись уехали. спасибо невыездная родина сервис! ",11 июля 2021
12,10," обновили маршрут! маршруту шёл один. очень люблю такие места, последний детстве. приятно удивлён обновлённой кассой любезными сотрудниками, которые рассказали предложили сопровождение бесплатно. каньон очень красивый. чистейшая прозрачная вода, скалы водопад просто обалденно. рекомендую! ",05 июля 2021
13,10," отлично отдохнули друзьями. вход 200 рублей человека, сына подруги вообще пустили бесплатно (ему 9 лет). тропа несложная совсем, главное обуть кроссовки. каньон очень красивый, также прогуляться немного дальше оказаться купели - немного покупались. около часа шли конца маршрута вышли шашлычной пикниковой поляне. ужина владелец кафе любезно согласился подвезти обратно. супер. ",04 июля 2021
14,10," красивое место маршрут очень красивый, каньон находится внизу. вода нем прохладная, искупались удовольствием. пофоткались каменном завале завершили шашлыком пивом кафе конце маршрута. рекомендую! ",03 июля 2021
15,9," лучшее место фотографий одно самых лучших мест сочи фотографий. вместе фотографами вышли каньон мастер-класс фотографии. восторге, кадры получились невероятными! ",03 июля 2021
16,10," романтичный каньон не вздумайте идти туда шлепках. спортивная обувь. иначе не дойдёте. каньон супер красивый, ходил девушкой, сделали классных фото. достаточно людей, не мешают. прохладная вода шум воды. отлично провели время. девушка довольна. место романтичное. ",02 июля 2021
17,10, каньон белые скалы. прекрасно. очень понравилось. порой дух захватывает. люблю такие маршруты. ,02 июля 2021
18,9," красивейшая локация! неожиданная локация очень красивая. сразу входе вегетарианское кафе видом навалишинское ущелье. виды каньоне захватывающие, очень недооцененное место, сотрудники сказали, будут благоустраивать вскоре. обалденная купель каньоне которой искупаться пофоткаться. вода прохладная, хорошая, прозрачная. конце пути обалденный каменный завал, мост. маршрут говорят заканчивается, завалом ещё большое количество красивых локаций. конце пути вышли пикниковую поляну. понравилось, рекомендую! ",02 июля 2021
19,10," детей пускают бесплатно мужем ребёнком поехали каньон, пройтись маршруту. ребёнка пустили бесплатно (8 лет). восторге. везде сочи, каньон особенно понравился. нетронутая природа, экологично. мусора не встретили нигде. каньоне искупаться, очень радует долгой прогулки. конце маршрута покушали кафе шашлыка. ",02 июля 2021
20,10," место красивых фотографий хайкинга живописное местечко. подойдёт отдыха друзьями, не детьми. настоящий маршрут хайкинга. накупались нафоткались, конце пути поели шашлык выпили пива. доброжелательные сотрудники кафе добросили началу маршрута. очень чисто, явно регулярно убирают. каньон правда очень красивый, не сочи даже. ",02 июля 2021
21,10," обязательно посещению змей горыныч, жар птица квантовый скачок – кита, которых стоит сочи парк. аттракционы просто крутые, эмоции проката не сравнить. кататься сколько угодно, сделали. очередей не боялись, брали билеты-скороходы, ними проходить посадку первыми. увидели, скоро откроется экстремальный аттракцион, это повод приехать парк раз! ",01 апреля 2021
22,10," сказке фильме удобно, билет целый день, нему выходить заходить парк сколько угодно раз. билет входят аттракционы, не нужно доплачивать. несколько прокатились желтой горке змей горыныч, цепочках. зашли ресторан роллер, удивление! оформление фантастическом фильме – американские горки прямо внутри ресторана, столы приезжает заказ. ",11 марта 2021
23,10," 1976 году работал. день начинался приготовления шашлыка. бараньи полутуши привозили ресторана мы, вдвоем поваром, топорами рубили маленькие кусочки, баранина австралии. одиннадцати часам шли внутрь башни девятнадцати часов жарили шашлыки. девочки это время мариновали шашлыки завтра нанизывали шпажки кусочки баранины дальнейшей жарки мангале целый день. поток людей начинался одиннадцати восемнадцати, стояла очередь. кафе башне открывалось одиннадцать, начинали приезжать отдыхающие экскурсионных автобусах. ",09 февраля 2021
24,10," ресторан ахун ранее, советское время, входил сочинский трест столовых ресторанов. появились такие рестораны огни сочи, лесная поляна, кавказский аул, пацха т.д. легенда гласит, вроде самом месте, построен ресторан, очень давно средневековый храм. посвящали воины, заключались браки. построенный обломках святыни, ресторан разрушил создаваемую веками гармонию. 1976 году работал поваром. это вне разрядный ресторан время это единственный ресторан варьете.закрытие ресторана очень прозаическое - отсутствие воды канализирование стоков. попросту работал привозной воде. большого объекта это не приемлемо. санэпидстанция закрыла. закрытия ресторан обветшал начал разрушаться. ",09 февраля 2021
25,10," здорово, открыт зимой зимой парке не сезон, билет стоит раза дешевле, приятно просто прогуляться, пофотографироваться. детям есть, заняться, детском уголке аттракционы крутятся-вертятся, да дельфинарий открыт. помню, раньше парк вообще зиму закрывался, хорошо, решили не закрывать. ",26 января 2021
26,10," сочи парк-это сказка сочи парк – настоящая сказка, безумно красивое место, всем интересно, не важно сколько тебе лет – года тридцать. крутые аттракционы, катались очередей. декабре зелени, пальмы, невероятный ландшафт. новогодние украшения, фотозоны - отсюда не уйти тысячи фотографий! хотелось бы, парк зимой работал дольше, 7 вечера. ",27 декабря 2020
27,10," место, котором чувствуешь ребёнком аттракционы прекрасное настроение - то, нужно продуктивного отдыха. дельфинарий, ресторан роллер, котором еда съезжает сама специальным трекам, невероятно красивая территория. спасибо парку то, дал нам возможность почувствовать немножечко детьми! ",09 декабря 2020
28,10," просто красотища удовольствием унесли пару тыквочек парка. последний день праздника бабы яги просто раздавали, выбрали те, которые понравились. вообще сочи парке умеют удивлять – такую красоту сделали осенних каникулах! везде самые разные тыквы, какие-то невероятные фигуры, очень красиво, каждом уголке хотелось сфоткаться. парку ходила баба яга, всем махала отправляла воздушные поцелуи, прикольно! очень трепетное отношение русским сказкам, это нравится. ",03 декабря 2020
29,10," отличное место отдыха сочи парк, диснейленд русский манер! быть, не масштабно, равно очень мило! тепло, солнце, морской бриз масса удовольствия — нужно хорошего отдыха?! классно! дети накатались души — сколько хотели хотели! мы, родители, отдыхали. ",02 ноября 2020
30,2," проклятый сочи сентябре 2020 года,ничего не изменилось пятнадцать лет, последнего посещения. оборзевшие местные барыги. спрашиваю, посему такие высокие цены, пальмах деньги зреют. шипят ответ, лаются. девиз сочи : обмани прохожего, лоха похожего никаких мер вирису не соблюдают. читаю заказные положительные отзывы, возмущаюсь бесконечному цинизму. короче, приехал сочи ковидом, занимаюсь больнице. оклемаюсь, обращаюсь инстанции, требованием введении повторного карантина. популярно объяснит, почему сдох собственные деньги? ",11 октября 2020
31,10," дельфинарий просто огонь увидеть дельфина – такая радость, удивительные существа, чистое удовольствие наблюдать ними. поэтому увидели, сочи парке дельфинарий, же, побежали туда. дельфинарий понравился, хороший ведущий, нескучный, время обыгрывает трюки, что-то новое рассказывает дельфинах. представление стоит посмотреть, очень советуем! шоу входит билет, доплачивать не нужно, берешь дополнительно плавание дельфинами, это стоило 3000 рублей. достаточно желающих, не стали ждать. ",17 сентября 2020
32,10," уникальное место умопомрачительный вид смотровой площадки! башня сама не такая высокая, 30 метров, взбираться не сложно. соседству парк пик701 , колесом обозрения (стоит навернуть круг)! веревочный парк хаски-ферму не заходили. поразила южная резиденция деда мороза. очень советую это удивительное место. покормить оленей, также написать письмо деду морозу прямо безумно уютного дома! курировал гид имени егор - видно, молодой человек душой относится своему делу. огромное спасибо создание такого прекрасного отношения места! ",02 сентября 2020
33,10," очеень здорово старичков удивительно, оказалось, сочи парк – отличное место бабушек дедушек внуками. гостям 60+ вход стоит 10 рублей, дети 107 см проходят бесплатно. словам моей мамы, понравилось, почувствовали молодыми активными. отдохнули лавочке тенистой аллейке, поводили внука аттракционы, сходили роллер, ресторан, еда скатывается горкам. да целом наши родители очень любят цветочки деревья, сочи парке огромное количество, очень красивая территория! ",20 августа 2020
34,1," сюда не поеду очень дорого, вонь канализации стоит весь адлер,пляжи свалка,наебывают везде такси рынке кафе гиды. нервов потратил лет 5 вперёд. ",28 июля 2020
35,5," серость. пришлось менять абхазию сочи. авиабилета. срочно. живу маленькой гостиничке, бюджетно. номере основном отдыхаю днём ночью. сутки нет электричества. авария городской линии. ровном месте!!;! ливня, подмосковье, не было. жара, пекло. кондиционера, ессесно. благо, трёх фаз одна вылетела. розетки работают попутно воду отключили. опа. свете рай...помните? неееееет, это точно не краснодарский край. постараюсь не рисковать нервами сюда не ездить. очень плохо отсутствие культурной жизни. концерт сходила, театр. не работают сейчас, отдыхают. не нравится всё это. разочарование. ",27 июля 2020
36,9," удивление, отдых прошел хорошо, не дорого, достаточно достойном уровне. опыт отдыха нашей стране крыму, крыма остались такие впечатления,как попал ссср плохим сервисом дорого. касаемо сочи ожидал вроде крыма нет, курорт не уступает турецким курортам. кое превосходит. красивая природа, хорошая инфраструктура, доброжелательны персонал отеле. расплатится эпл пей везде, общественном транспорте. забегаловки рестораны не такие дорогие. сравнить крымом отдых дешевле уровень выше. вообщем не пандемия не добрался сочи некогда, не написал хороший отзыв. ",10 июля 2020
37,10," баба яга – наша любимая героиня! проводим сочи парке целый день, несколько заходим избушку, гуляем резиденции. любому ребенку найти подход, любого развеселить растормошить! дети ходят стайками, нам, родителям, очень приятно радостью своих детей наблюдать. вообще анимация парке отличная, да волшебные шоу ходим удовольствием. ",24 марта 2020
38,10," новое открытие - страна медведия рады возвращаться сочи парк. постоянно удивляет оставляет фантастические эмоции! не хватает дня нагуляться, накататься, насмотреться красоту вокруг! ещё парке постоянно появляется что-то новенькое. сводили сыны медведию, детскую игровую площадку. узнали кассах, нам час медведии дали бонусом детскому билету. ",12 марта 2020
39,10," c нетерпением ждем работы парка полном режиме ждем открытия сочи парка полном режиме, соскучились экстремальным аттракционам. зиму шаролет работал, счастье квантовом скачке! приехали зимой, расстроились, не прокатились нем. вернемся конце марта, этому времени обещают запустить аттракционы. ",28 февраля 2020
40,10," день рождения сочи парке сочи парке прошлым летом решили, отметим день рождения дочери. зимой вернулись снова. заказали квест принцессами королями, который подготовили специально артисты сочи парка, действительно круто и, самое главное, необычно, самый интересный день рождения получился, хотя стараемся что-то эдакое придумать. имениннице день рождения вход стоил 10 рублей, всем гостям хорошая скидка. ",26 февраля 2020
41,8," посмотреть можно. вечером не разделяю восторгов поводу олимпийского парка. честно говоря это не место прогулок, поскольку жаре бродить открытым солнцем удовольствие. сама ездила туда раза - стадион ледовое шоу шоу фонтанов. оба раза вечером, комфортно. минусов - вечером шоу фонтанов давка транспорт (мини-автобусики). общем обратный путь. пришлось отстоять немалые такие очереди. остальном нормально - посмотреть. ",18 февраля 2020
42,8," нормальный парк парк не настолько крут описывают. розарий - это поляна. которой силы 5 кустов роз цветет, обольщаться счет не стоит. принципе неплохой парк - аттракционов, таки детей 3-6 лет выбора покататься не много. отдельно стоит отметить дельфинарий - стоит сходить. зоопарк - посмотреть. океанариум - себе, особенно тех, адлерском. остальные места увы не попали - шоу крокодилов не вызвало интереса смотреть, сад бабочек раза не работал. развеяться прийти ",18 февраля 2020
43,10," мечта пока ой, хотела дендрарий попасть - сколько сочи никак. первый затопило, закрыли парк. позапрошлом году детьми - выбрались туапсе (жили отеле марсель) парк ривьеру, получилось, часть дороги шли пешком. видели бамбуковые заросли решетку - реально впечатлило. дети уставшие - не хотели парку гулять. парк самшитовая роща - места, которые разу не посетила сколько хотела ",18 февраля 2020
44,10," зимний сочи парк зимой сочи парк выглядит не хуже, летом, красивая ухоженная территория, детские аттракционы работают, дети не сильно расстраиваются, экстремальные не работают, равно туда не пустят. нашли интересную комнату интерактивными аттракционами, понравилось рисовать огромными фломастерами прямо стене. то, дети мечтают – изрисовать стены, возможно вреда. хорошо, работает ресторан роллер, пообедали там, не пришлось выходить парка. ",25 декабря 2019
45,10," лучший парк посетили парк третий раз. убедились, лучший россии, это точно. парк очень ухожен, приятно просто гулять дорожкам, мимо резиденции бабы яги экодеревне. шоу захватывающие, дельфины такие умные, ними, кстати, плавать, это наша летняя идея-фикс. сюда едут, конечно, аттракционами, отлично, купил билет кататься сколько угодно. ",15 ноября 2019
46,10," самые экстремальные аттракционы зашли сочи парк время прогулки олимпийскому парку, остались очень довольны. аттракционы, которых дух захватывает, каждом кататься сколько угодно. итого 3700 день просто укатались самом крутом россии, мире квантовом скачке, знаменитой суперскоростной фиолетовой горке. ",08 ноября 2019
47,10," лучший парк россии европе спасибо огромное, очень классно красиво сочи парке. европа отдыхает, честно, постояли очередях часа той порт авентуре! еда отличная, сотрудники супер, очень интересно, всем найдется занятие, детей увлечь, взрослым не скучно. обязательно вернемся следующем году! ",18 октября 2019
48,10," хочется поблагодарить сочи парк позитивное настроение яркие впечатления. навсегда запомнится квантовый скачок , змей горыныч жар-птица . спасибо персоналу вежливость гостеприимство. такие позитивные! обратный отсчет взлетом жар птице стоит! ",11 октября 2019
49,1, совок отдыхали знакомых столкнулись всеми прелестями совковой бюрократии. хамство очень плохое впечатление. ,05 октября 2019
50,10," огромное спасибо проведенный день! красота ландшафта очень обрадовала удивила, цветет пахнет! отметили очень дружелюбный персонал, вопросы отвечают, аттракциона жар птица отличный сотрудник, чувством юмора парень! обратный отсчет ведет полета, добавляет эмоций! честно, сложно что-то выделить, сочи парке круто. то, развлечения входят билет, вдвойне круто. заплатил раз, катайся – укатайся. ",20 сентября 2019
51,10," лучший парк россии богатырские гонки, конечно, малышей, машинки очень интересны. взрослым круто сделать фото нереально сказочных интерьерах, территория самого аттракциона – это маленький городок, такие европе видела. очень уютный, домиками, мостами, которые всем заходить осматривать окрестности. ",12 августа 2019
52,3," очень дорого! не уютно ! сочи очень дорогой город , курорта не подойдёт . адлер . пляжи не понравились сочи , очень тесно , цены повторюсь очень высокие , парковки это больная тема , нет . спуск пляж очень раздражает . вообщем не понравилось , любой курорт крае сочи . вообще едьте абхазию , пустой пляж мест полно , цены приятно удивят . сочи будете чувствовать нищебродом абхазии наоборот :) ",01 августа 2019
53,10," самый замечательный парк аттракционов!!! самый замечательный парк аттракционов!!! интересный каруселей, которых дух захватывает. кроме того, замечательных развлекательных мероприятий. приезжаем не первый раз, очень нравится! оценили, каждый что-то новое, не ожидали увидеть диноклуб огромными динозаврами, шевелятся, рычат. прошлом году такого не было, как-то не ожидали найти динозавров, провели пару часов. ",31 июля 2019
54,1," косички не плетите!!!!! развод деньги!!!! косички не плетите!!!!! развод деньги!!!! парк себе. надоедливых зазывал, фотографов, которые бросаются подноги. американские горки списаны прошлом веке. превзошли девицы которые плетут афрокосички. девочка увидев киоск картинками косичек очень захотела заплести разноцветные, тоненькие косички. мастер показала нам журнал, выбрали модель косичек. поставили известность, одна цветная стоит 200 руб, простая 100 руб.,минимальный заказ 2500, время плетения 1,5. ребёнок хотел косички, согласилась заплести 5000 руб. итоге ребёнка мучали 5 часов, заплели кучу косичек которые не просили взяли бешеные деньги, дома пересчитали наплетенное богатство, оказалось заплатили две причёски. развели, развели)))) ",15 июля 2019
55,10," поекрасное место-завидую россиянам. гордитесь своим богатством природы прекрасный город, климат, море. цены вполне доступны, сервис хороший. пляжей понравился маяк, одноимённым аквапарком. кавказ сногсшибательный- поразил размах проведённого строительства олимпиаде. единственное, огорчает это работа частного экскурсионного трансфера. берите такси катайтесь так-поверьте-оно дешевле спокойнее. объекты прочитайте интернете. ",06 июля 2019
56,1," 900р две булки чая чайные домики, разводиловка!!! чай не вкусный, не ароматный, 450р человека 2 булки варенье, дополнительно 160р блина творогом, который почему подогрели микроволновке фууу единственный плюс это вид деревьями. буду знакомых отдыхающих отговаривать, чистой совестью, меньше людей остались разочарованными. ехали очень хорошим настроением, излишеств не ждали, такого разводилово не рассчитывали. кстати, негативный отзыв пишу первый жизни, надеюсь последний! ",30 июня 2019
57,10," волшебное место сколько сочи парке! лабиринты страха, новые современные мультимедийные истории, суперэкстремальные аттракционы, дельфинарий, совариум, разных шоу, одного дня это явно мало, нам крайней мере 12 часов не хватило. успеть оценить, попробовать, посмотреть! отдельное спасибо волшебнику, повезло выйти сцену поучаствовать трюке левитацией, вообще непонятно, столы воздухе летают? ",19 июня 2019
58,10," будем приезжать чаще! дождались, сочи парке увеличили время работы 9 вечера, это отлично, 1 июня – 10 вечера! приехать сюда вечером успеть очередей, что, завсегдатай парка, могу сказать – людей днем. ",30 мая 2019
59,9," сочи мае-удивительное время, весь город сосредоточен подготовке предстоящему сезоны, наслаждаешься отдыхом назойливых зазывал разгоряченной толпы народа пустынными пляжами. останавливались апартаментах 8 небо самом центре туристической активности пяти минутах пляжа. чистые, уютные двухкомнатные номера всеми необходимыми пренодлежностями разумной цене. ",25 мая 2019
60,10," положительные эмоции парка. приехали сочи ростова-на-дону, поселились отеле богатырь приятным бонусом билеты посещения тематического парка сочи парк . остались очень довольны, парке плюсов: дети неохотно уходили развлечений, которые были, рестораны, кафе, сама территория очень большая. сочи парк создает сказочное настроение. ",16 апреля 2019
