,mark,review_text,date
18,7," поездка ставропольский край: тихий, провинциальный городок ессентуки шикарный кисловодск. рекомендую посещение именно таком порядке, ессентуки достаточно тихий, провинциальный городок. кисловодск современный, огромным национальным парком активной пешеходной зоной. отпуск занял 10 дней. добирались двухэтажном поезде 004/003. имейте ввиду поезде не кормят, туалетных принадлежностей не выдают. wi-fi смотреть страничке попутчик фильмы. первая остановка новом, современном пассаж. великолепное обслуживание персонал. прекрасная круглосуточная!!! столовая. вкусно недорого. расположен центре, рядом концертный комплекс им. ф. шаляпина, парк, грязелечебница им. н. а. семашко, корпус механотерапии, кафешки, магазин фанагория просковейские вина. входом парк экскурсионные палатки. рекомендую взять гида. наш гид сумел банальную обзорную экскурсию пятигорск сделать очень интересной познавательной (я не любитель обзорок). друзья ездили эльбрус, полном восторге. дальние поездки эльбрус грозный среду, воскресенье. медовые водопады не понравились, время убить . эльбрус не попали из-за погоды, кисловодска съездили долину нарзанов, прекрасно провели время, прошли тропу вдоль горной речки, заезжали смотровую площадку, поели вкусные чебуреки. друзья поездке эльбрус туда заезжали, скомкано быстро - попили водички дальше. экскурсии кисловодска дороже 300 р/чел. соответственно недолгие 14 18 - 700 руб./ 1000; эльбрус 6 утра 19 вечера 1500/1800; грозный 6 утра 23 вечера 2300/2600. сами ездили памятнику иисусу, приятное место прогулки (видимо входит обзорную ессентукам). национальный парк кисловодска колоннады (входа) ездят электромобили подъемника смотровую площадку. сами обошли пешком. ресторан ессентуках обошёлся 3600 руб. салата, горячее овощи гриль, бутылка вина, кофе. кисловодске 4600 руб. такси яндекс дешевое. ессентуков кисловодска 400 руб. кисловодске жили паркотель. самое большое преимущество отеля - это расположение прям национального парка всей жизни города. номер снимали пятом этаже. не стали переплачивать метры, поэтому очень маленький. номере чайник, халаты тапочки простенькие, гель, шампунь, мыло фен. завтраки входят сумму 200 р/чел., взять большую доплатить. время завтрака 8-11 утра. можете спросить ресепшн карту города парка. пассажа, конечно, очень скромно. да персонал какой-то не улыбчивый. целом, галочку поставили, кмв посетили. жалко не попали эльбрус. ", 08 мая 2021
19,8," кисловодск плюсы минусы добрый вечер дамы господа. хочу оставить отзыв г. кисловодск. останавливались гостевом доме люкс. город, природа, воздух, гостеприимство просто отличное. люди подскажут расскажут. парк времена года хорош своему. некоторые нюансы которых не встречал других городах россии.1. туалеты везде платные парке ладно платные ещё не очень чистые.2. очень странно просят наличные деньги, настоять вопросов нет примут карту. (я привык плотить помощи телефон очень удевлен) 3. завидениях живая музыка (а везде) дерут деньги музыкальное сопровождение. (в среднем 100 каждого человека). не жалко те поют скажем мягче петь не умеют кислыми лицами.но хочу повтарися отдых удался нам понравилась! оценка твёрдая 4 ", 30 ноября 2019
20,10," лучшие семейные выходные добрый день! недавно семьёй решили съездить медовые водопады. любим, путешествовать кавказу, природа завораживает, вот, дороге нам открылись такие красивые виды. луга просторы, не уступающие елисейским полям. поехать медовые водопады нам посоветовали друзья, которые бывали остались полном восторге. вот, знаете это действительно очень красивое место, водопады не слишком большие, несколько, разной высоты. вода полагается горных рек чистая, прозрачная. попали дождливую погоду, поэтому долго гулять водопадам нам не удалось. подножия находится замечательное кафе, смогли вкусно покушать полюбоваться прекрасными видами веранды. всё обустроено туристов судя нашей ситуации, бывают круглогодично хорошую, плохую погоду. какие продают вкусности! местные жители сами готовят чак-чак, хворост разными наполнителями, разного вида варенье, числе травами, мёд, ульи установлены неподалёку водопадов. также имеется тарзанка, она, называется, это любителей экстрима, прокатиться прям водопадами. сувенирные лавки избытке любой вкус цвет. забыла сказать, ещё находятся различные конные прогулки, очередь сделали, дети восторге. отдых удался, полюбовались красотами, покушали вкусной еды, накупили сувениров покатались лошадях. ", 20 сентября 2019
21,10," кисловодск — лучший курорт кмв среди городов кмв, еня кажется лучшим именно кисловодск. во-первых, лучший курортный парк терренкурами, широкий прогулочный бульвар, очень отдыхающих,во-вторых какой-то размеренно-расслабленный ритм всем этом. завсегдатаи-курортники оседают несколько недель — отдыхать оздоравливаться.приезжаешь кисловодск поезде (кстати, территории вокзала интересный музей ржд бесплатным входом), сразу встречает красавец куророртный бульвар. нарзанная галерея, колоннада, всё рядом. здания очень нарядные пряничные. заселения санаторий, решили прогуляться городскому парку. очень ухоженный, очень клумб, не парадные естественные, напоминают альпийские горки всюду величественные сосны.в парке очень уютное кафе, чайный домик . не зря кафе называется, ассортимент чаёв предлагается космический! выбор еды не большой, есть, суы, салаты, горячее. официанты, конечно, временами несколько нерасторопны, это простили. помимо прогулок городу лечения сана тории одна цель - косыгинская тропа. зайти тропу трем путям: 1. снизу терренкура, идя санатория орджоникидзе2. долины роз3. сверху спускаясь терренкуру верхней станции канатной дороги. первый третий маршрут пойдет часовой стрелке, второй против часовой-здесь личному восприятию. тропу, кстати, видно вагончика канатной дороги. не пропустить стороны терренкура, смотрите внимательно- терренкур начнет уходить влево красивых скал, вдоль обрыва правее пойдет широкая тропа - туда. лучшего ориентира недавно установлен указатель. ", 01 июля 2019
22,7," отдыхали кисловодске декабре 2018 года. поездка понравилась, климат очень приятный. нюанс которыми столкнулись, кому полезна эта информация.1)в кисловодске фирменный магазин кисловодского фарфора, находится ул. губина. купили фарфоровые вазы подарок, серии феникс. цена небольшой вазы 2950 руб. продавцы уверяли, магазин производителя цены самые низкие, везде дороже. скиду сделали 5% нехотя, наличный расчет, карте какую. следующий день уехали пятигорск бродвее, таком фирменном магазине, те самые вазы , цена 650 руб. дешевле! покупайте пятигорске !2)решили поехать экскурсию, эльбрус. посмотрели погоду, выбрали среду. рядом колоннадой стоят экскурсионные фирмы, подошли дарина. продавец экскурсий светлана очень любезна купили неё, внесли 50% предоплаты. нам сказали ждите вами свяжутся скажут номер автобуса заберут. прождали понедельник, вторник вечером стали звонить сами. нам отвечают, экскурсия не состоится причине не укомплектованности автобуса. попросили отправили другую экскурсию, т.к. четверг уезжаем домой, ответ, мин водах мало туристов не набираются группы. попросили передать другим экскурсионным фирмам, желающие поехать, нам ответили, кого заказов нет, ждите нового года, наплыва туристов. это шок ! придя себя, не теряя надежды попасть среду эльбрус, вторник вечером 20.00 нашли сайте фирму эдельвейс, позвонили туда, нам ответили, нет проблем, заберут удобном месте среду попадете эльбрус. автобус полный, экскурсия прошла отлично, нам очень понравилось! советую обходить стороной фирму дарина, т.к. можете легко не попасть запланированную экскурсию испортить настроение!а целом кмв нам очень понравились ! ", 29 декабря 2018
23,10," отлично провёл время души тела. детства влюблён прекрасный город. мне, мальчишке, выросшему жаркой ставропольской степи, не видевшему настоящего леса, всё понравилось городе. снимали мамой комнату время улице парковой, улицу находился великолепный парк, примерно километрах двух, находилось городское озеро. время мало интересовали достопримечательности, интересовался парками, покушать мороженного покататься аттракционах, ещё великолепный, недавно построенный кинотеатр россия . мамой заходили посмотреть дневные фильмы, сеансов платной поликлинике.уже зрелом возрасте, бывая друга гостях не удавалось детально ознакомиться великолепием городка году выпала возможность сделать это. получил путёвку санаторий колос решил, 18 курортных дней посвящу исследованию замечательных мест города.встретил кисловодск небольшим дождиком, это не редкость июне, не понятно почему кисловодск называют городом-солнца? ехал жд санатория такси. пути увидел недавно отреставрированную колоннаду обрадовался её нынешним видом, последнее моё посещение начале нулевых, представляла жалкое зрелище.приняли санатории радушием. немного отдохнув номере разобрав вещи, моим соседом отправились ужином попить нарзану нарзанную галерею погулять курортному парку. увидеть колоннаду поближе сделали небольшой круг вошли парк неё. вблизи выглядит ещё краше, вид парка отсюда просто восхитителен. нарзанная галерея предстала нашему взору всём великолепии, внутри блистая стерильной чистотой. попив отправились зеркальному пруду. всё время делал прошлые свои посещения парка, существует поверие, нужно бросить несколько монет пруд, отдых удался. вообще-то курортный парк слишком большой это настоящая сокровищница достопримечательностей кисловодска познакомиться ними всеми просто не мыслимо несколько часов дней.на следующие выходные намечено поездка канатной дороге её осуществили, расскажу раз. ", 16 августа 2017
24,10," очень хочу побывать там. добрый день! хочу поделиться своими впечатлениями отдыхе кисловодске. мужем отдыхали санатории имени димитрова втором корпусе. принципе санатория остались приятные впечатления. конечно, не пять звезд, вполне прилично. хорошо, санатория свой бювет не нарзан, славяновская, желающих подлечить желудок немаловажно. кисловодск все-таки курорт не желудочников, тех, хочет поправить систему кровообращения. этому способствует огромный, шикарный парк. октябре, сожалению, долине роз отцвело, таком состоянии производит самое приятное впечатление. верхней площадки парка, которую добраться воздушном трамвайчике, не хотите идти пешком, хорошую погоду увидеть снежные шапки эльбруса, нам, кстати, удалось сфотографировать. же, нарзан. организм, измученный нарзаном (ильф петров) прекрасно чувствует целый год принятых ванн. это две основные достопримечательности кисловодска. каскадная лестница, например. около 200 ступенек (сама считала), хорошая тренировка сердца сосудов. любители экскурсий могут съездить эльбрус, близлежащие города пятигорск лермонтовским местам, железноводск, ессентуки. ", 06 июня 2017
25,8," будете кисловодске - обязательно посетите песчаная гора кольцо расположена подъезде кисловодску. пару лет назад трудом нашла это место, году указатели, и, конечно, помог навигатор. ехать сюда стоит только, нет дождя - подъем кольцо довольно экстремальный даже, нет осадков (можно легко подскользнуться). подножия висит надпись: подниматься подходить близко горе строго запрещено - дело том, периодически хрупкий песчаник обваливается. это останавливало нашего человека?)) самые наблюдательные найдут грунте останки древних окаменелостей. хотя, конечно, большая часть холмика утоптана многочисленными туристами. горы открывается красивый вид окрестности.впечатления омрачают многочисленные наскальные надписи , сожалению, не древних людей, вполне современных. не лень им... кстати, подножия горы мини-рыночек местными сувенирами. практически все: магнитиков меховых ковров. цены здесь, всему курорту, примерно одинаковые. ", 12 мая 2017
26,10," поездка кисловодск - это незабываемые впечатления, которые сочетают комфорт, спокойствие полноценный отдых душой телом! прошлом году новогодние праздники отдыхали кисловодске, мечтаем вернуться туда снова! атмосфера города великолепна, чистейший воздух, красивые достопримечательности, очень снежно мороз, примерно -10, вообще не чувствовался очень мягким, гулять никак не мешал. курортном парке очень красиво, деревьев, снега, начинается нарзанной галереи, оздоровите свой организм полезной водой, парке святой источник, поднимались самую вершину горы пешком парк, пути очень белок синиц - практически ручные, детям очень интересно покормить, самую высокую точку поднялись подъемнике, цены приемлемы, не 150 рублей человека, вид просто великолепный! захотите фирменных блюд адекватным ценам, советую заглянуть ресторан старый баку, это недалеко нарзанной галереи, уютная атмосфера, вкуснейшие осетинские пироги, лобио, хачапури вино, очень вкусно недорого, бутылка вина стоит среднем 500 рублей. пути курортный парк площади очень рынков павильонов сувенирами, обязательно нужно купить вкуснейшую пастилу, сушеную хурму, сыр - это фирменные продукты города, которые не оставят равнодушными! обычных продуктовых магазинах ассортимент цены стандартные, магазинов каждом шагу. отдых не оставит равнодушными! ", 05 января 2017
27,10," долина, которая щедро дарит красоту любое время года! судьба привела долину роз не самое удачное время (так подумалось вначале). гостила тетушки середине октября 2015 года городке лермонтов, рядом железноводском. кисловодск отправилась экскурсией, не ожидая многого розариев других цветников, явно не сезон. добравшись кисловодского национального парка (именно находится долина роз ), направилась бродить дорожкам, вооружившись картой парка.если вы, я, можете плутать трех соснах , не пренебрегайте картой. заблудиться нельзя, ряд интересных объектов остаться вне зоны прогулки, площадь парка около 1000 га. розы? удивительно, некоторые цвели, конечно, это не летнее буйство расцветок ароматов, фоне осеннего пейзажа выглядит поразительно. каменный крокодил, охраняющий, очарователен любое время года непременно атакован вашими детьми.если отправляетесь не организованной экскурсией, самостоятельно, парке хорошей погоде, провести целый день пользой здоровья: наслаждаясь чистейшим воздухом, выбрав терренкур (маршрут оздоровительной ходьбы) силам прихватив пару бутербродов, чувство голода не застало врасплох. же, отдыхает санатории орджоникидзе , немного завидую, могут любоваться красотой каждый день, моих силах, обязательно приеду сюда еще, будут цвести розы! ", 06 декабря 2016
28,10," кисловодск отличное место активного отдыха мужем южного,жаркого региона,то отдыхать нам хочется прохладе, чистом воздухе побольше зелени. подходит кисловодск. город детства завоевал мое сердце своей природой, горами размеренной жизнью.остановились не гостинице, сняли двухкомнатную квартиру обьявлению, тихом районе, не далеко центрального парка 1500р. сутки. первый день естественно помчались центральный парк, день весь обойти просто не реально. парке очень красивым мест уголков, самое главное не забудьте взять лесные орешки, живут замечательные белочки, которых кормить рук. осмотреть красоту понять масштабы места решили прокатится фуникулере, не гору, горы. гору поднимались сами, самом деле это очень тяжело долго, оно стоит. пути кстати лавочки которых передохнуть, самой вершине деревья ленточками желаний, вернуться сюда. фуникулера открывается прекрасный обзор долину роз густую зелень парка. вообщем прохождение полностью ушло дня три, это мост дамский каприз, зеркальное озеро, каскадная лестница, цветочный календарь, статуя крокодила самые отдаленные уголки парка.сходить вечером культурное заведение не проблема, выбора огромного нет. посетили паб бирхаус, который находился недалеко парка. уютное место котором выпить свежего пива заказать закуски. очень вкусные делают чесночные гренки соусом, всем советую.сувениры домой покупать самом городе, не рядом парком, цены зашкаливают. ", 23 марта 2016
29,10," саанторий узбекистон г. кисловодске года назад попала кисловодск санаторий узбекистон . состояние палат, столовой оставляло желать лучшего. конце октября года снова попала санаторий узбекистон . нравится расположение, рядом парк, речка шумит питьевая галерея 700 м. приехала поражена переменами, столовая отремонтирована, тележки не гремят, столы стулья заменены, окнах красивые шторы. очень красиво фойе, палатах сделан ремонт, современные телевизоры, шторы новые, мебель заменили. приятно удивлена переменами, оказалось сменился директор подумала, сделать 2-3 года, относишься своим обязанностям положено. дай бог здоровья саидазизу саидмагруфовичу те преобразования, которые произошли санатории. спасибо огромное персоналу доброжелательное отношение отдыхающим. относятся нам родные. спасибо огромное ваш труд появился повод радости, октябре получили премию размере оклада, такого раньше не было. это , вложено коллосальные затраты ремонт. построили чайхану, беседки, строится бассейн, приезжайте санаторий узбекистон не пожалеете!!!с уважением коллективу,людмила савинаг.армавир, 3 ноября 2014 года ", 05 ноября 2014
30,10," долина роз - прекрасный парк недалеко кисловодска побывать кавказе моей давней мечтой. очень люблю путешествовать россии, кавказ - это удивительный регион, котором возможности организации большинства видов туризма. мечта сбылась августе 2013 года. вместе мамой отправилась путевке отдыхать кисловодск. это прекрасный город лучший бальнеологический курорт кавказа, посетить множество интересных мест. очень запомнилась прогулка знаменитой долине роз, поражающей своим величием красотой. хочется отметить, начале лета не интересно, бутоны роз распускаются концу августа. необходимо знать, цветы срывать долине категорически запрещено, штраф такое дело составляет порядка 3000-5000 рублей. сохранностью парка пристально следят сотрудники, поэтому просто наслаждаться красотой делать множество ярких фотографий.недалеко долины роз расположены отличные санатории, например, санаторий им. орджоникидзе , гостиница кавказ далее, цены достаточно высоки, поедете не путевке организации, сотрудничающей данными санаториями пансионатами. ", 30 мая 2014
31,6," санаторий кругозор - секунду показалось, попали прошлое. запланировав свой очередной отпуск 2012 г., решили, неплохо разнообразить наш отдых изменить нашим любимым ессентукам, съездив г. кисловодск. остановиться решили санатории кругозор, отзывы интернете неплохие.что касается сервиса, санатории достаточно хорошем уровне. заселении решили шикануть поменять свой номер дорогой. да, бывает. вопрос уладили администрацией очень быстро. доплатили нужную сумму быстро заселились. никаких недовольств поводу доставленных хлопот наш адрес не высказывалось.сам санаторий номера нем охарактеризовать привет советского прошлого . нет, плохого фразе нет, просто обстановка очень простая навевает воспоминания детства. нужно отдать должное, номерной фонд санаторий поддерживаются чистом опрятном виде. убираются каждый день, замена белья происходила дня.а питанием возникли некоторые сложности. мужчины жаловались, очень мало мясных блюд. конечно, салатами кашами наесться можно, женщина сидишь диете. мужчинам хотелось что-то существенного. хотели решить вопрос диетсестрой, которая слову, проходила каждый день, спрашивая гостей санатория еда, попытка, сожалению, оказалась провальной. заботливой улыбкой выслушивала пожелания постояльцев мило уходила. итоге решили не тратить нервов, сил, просто наслаждаться отдыхом.что касается лечения, оно стандартное. терапевт назначает обязательные процедуры, которые выписываются любом санатории достойного уровня. большую пользу приносят воздух вода, принципе, этим сюда большинство туристов едет. итоге не жалеем, побывали кругозоре, решили, ессентукам пока изменять не будем. ", 08 ноября 2013
32,10," солнечный край – кисловодск прекрасный город, защищённый сторон высокими горами, одна которых самая высокая европе – эльбрус. осмотра начинать экскурсию. зелёном краю бурлящими водопадами возвышается снеговая верхушка – это легендарный эльбрус. окна базы виднелась ясную погоду вершина горы. турагентства, находящиеся городе смогут предложить экскурсию туда. ассоциируется кисловодск? конечно, само название города говорит само – источником минеральной воды нарзан . совершить прогулку курортного парка, находится нарзанная галерея. именно попробовать специфический вкус нарзан. самая известная, сказать, туристическая улица города – курортный проспект. не каждый дом, памятник архитектуры различный стиль: классицизма сталинского барокко . говоря климате, очень мягкий. нет сильных ветров, сильных морозов, преобладают умеренные температуры. советую, сувенир, провезти кисловодска фарфор фабрики феникс , который раньше считался символом благосостояния страны. ", 22 октября 2013
33,9," дельфинарий кисловодске живем башкирии, месте, озер, рек, прудов. моря многие не видели. более, мало знаком морскими обитателями. поэтому, нам группой детей представилась возможность, проходя лечение одном санаториев ставропольского края, побывать кисловодске, первую очередь посетили кисловодский дельфинарий. это место является излюбленным многих отдыхающих. здание дельфинария, которое напоминает обычный бассейн, украшено изображениями дельфинами. территория вокруг дельфинария не впечатлила, возможно, из-за того, находится оно промышленной зоне. зал дельфинария рассчитан примерно 280 человек. представление длиться около часа. времени достаточно, набраться положительных запоминающихся эмоций. представлении, которое проводят опытные дрессировщики, участвуют черноморские дельфины, северные морские котики, белые полярные киты-белухи. цена билета около 400 рублей. посещение кисловодского дельфинария нам очень понравилось. ", 21 октября 2013
34,10," кисловодск - лучший парк земле. приезжая каждый кисловодск (последний визит мае 2013г), понимаешь, лучшего места пеших прогулок не придумано. мае погода кисловодске довольно теплая, все-таки берем собой теплые кофты, погода меняется считанные минуты палящего солнца, футболке жарко, пасмурной холодным горным ветром. не забудьте взять зонт (даже метеорологических сводках осадках не сказано слова), дождь пойти любой момент предупреждать своем замысле точно не будет.сразу посоветую, приезжаете кисловодск прогулку других близ лежащих городов, это делать будние дни, это время большинство посетителей квм ходят процедуры своих санаториях. выходные дни, парке не протолкнуться.парк делится зоны, одна них, тех, любит спокойную прогулку отдыхом лавочках, вторая, тех, любит залезть повыше поснимать живописные фотографии. принадлежим ко второй категории.но попасть тишину парка, придется проникнуться разнообразием товаров, которые продают каждом углу запахом жареного мяса доносящегося кафе, поверьте, отказать удовольствии зайти одно них, очень трудно. кафе выбирать заранее, читая отзывы интернете. цены качество не соизмеримы.цены сувениры припарковой зоне немного выше, особенно любят предлагать магниты, китайские игрушки, украшения, диски песнями кавказских минеральных водах и, же, лечебные травы (адамов корень вне конкуренции). правда, цены последнее заламывают такие, болезнях сразу забываешь. все-таки возникнет желание прикупить целебных сборов, поезжайте центральный рынок (15-20 минут маршрутке парка). бабушки продают самый ассортимент, раза дешевле.обязательно посетите нарзанную галерею. располагается входе парк. не стоит, конечно, разрешения врача пить стакану каждой минералки, глоточку некоторые попробовать можно. народу много, правило, люди толпятся крана классическим нарзаном, дегустация остальных разновидностей воды, силу героям. запах вкус, скажем так, любителя.в целом кисловодск приезжать какой-либо миссии – спокойно побродить парку подышать свежим воздухом дорогого стоит. ", 15 октября 2013
35,5," славный горный кисловодск. практически не проводили время санатории ,так приехали не лечиться, гулять, не менее моей памяти остались некие вещи, связанные проживанием.во первых, бронировали номер заранее, радует, проблем этим не было. уютно устроенная комната санатория радовала каждый вечер..вместительная ванна, чистый санузел. супер.но не понравилась обстановка холлах-какие громоздкие кресла. непонятные темные ковры. не айс, общем. прекрасный бассейн вкупе тренером хороши утренних процедур, несмотря скользкий пол вокруг бассейна отсутствие полотенец душевой. массаж не понравился, грубиянка-врач делала слишком торопясь.питались пару раз-остались довольны-для санатория вполне съедобная еда, здоровая, сказать пища. легкие супчики, обилие овощей, щедрый полдник)смущала вездесущая капуста (суп капустный, тушеная капуста, котлеты нее, салат капустный).я осталась очень довольна персоналом, выходит, именно работники гостиниц нам находят гидов)очень удачно длевушка настя-администратор отправила экскурсию минеральным ключам)несмотря некоторую омраченность старой мебелью, целом неплохой санаторий своей ценовой категории. ", 06 июля 2013
