,mark,review_text,date
10,10,"
Потрясающее место обязательное к посещению Интересный неутомительный маршрут на 3-4 часа. Есть все не обходимые указатели по маршруту, оборудованные места отдыха, урны. Сотрудники действительно очень вежливые и готовы ответить на все вопросы относительно маршрута. Цена посещения - 200 руб с человека, оплатить можно картой. В конце маршрута (у кафе) предлагают доп.услугу - подвезти к началу маршрута. Цена данной услуги - 600 рублей за машину. Мы прогулялись пешком. Время в пути составило 15-20 минут.
      
      
",28 августа 2021
11,2,"
Вход в парк 800 рублей Всегда считала, что посещение этого места бесплатное Однако с этого года по пятницам и субботам для отдыхающих это удовольствие встанет в 800 рублей с человека, если самостоятельно, и 500 если экскурсией покупать. Нет слов Злость одна и разочарование. Приехали с семьей, как обезьянки из за забора поглядели салют, из дали стадион фишт, развернулись и уехали. Спасибо невыездная Родина за сервис!
      
      
",11 июля 2021
12,10,"
Обновили маршрут! По маршруту шёл один. Очень люблю такие места, был тут последний раз в детстве. Приятно удивлён обновлённой кассой и любезными сотрудниками, которые все рассказали мне и даже предложили сопровождение бесплатно. Сам Каньон конечно очень красивый. Чистейшая прозрачная вода, скалы и водопад просто обалденно. Рекомендую!
      
      
",05 июля 2021
13,10,"
Отлично отдохнули с друзьями. Вход всего 200 рублей с человека, но сына подруги вообще пустили бесплатно (ему 9 лет). Тропа несложная совсем, главное обуть кроссовки. Сам каньон очень красивый, также можно прогуляться немного дальше и оказаться в купели - там мы немного покупались. Потом около часа шли до конца маршрута и вышли к шашлычной и пикниковой поляне. После ужина владелец кафе любезно согласился нас подвезти обратно. Все было супер.
      
      
",04 июля 2021
14,10,"
Красивое место Маршрут очень красивый, сам каньон находится внизу. Вода в нем прохладная, но мы искупались с удовольствием. Пофоткались на каменном завале а завершили все шашлыком с пивом в кафе в конце маршрута. Рекомендую!
      
      
",03 июля 2021
15,9,"
Лучшее место для фотографий Одно из самых лучших мест в Сочи для фотографий. Вместе с фотографами вышли в каньон на мастер-класс по фотографии. Все были в восторге, кадры получились невероятными!
      
      
",03 июля 2021
16,10,"
Романтичный каньон Не вздумайте идти туда в шлепках. Только спортивная обувь. Иначе не дойдёте. Сам каньон супер красивый, ходил с девушкой, сделали много классных фото. Достаточно много людей, но они не мешают. Прохладная вода и шум воды. Отлично провели время. Девушка тоже довольна. Место романтичное.
      
      
",02 июля 2021
17,10,"
Каньон Белые скалы. Прекрасно. Очень понравилось. Порой даже дух захватывает. Люблю такие маршруты.
      
      
",02 июля 2021
18,9,"
Красивейшая локация! Неожиданная локация и очень красивая. Сразу на входе вегетарианское кафе с видом на Навалишинское ущелье. Виды конечно в каньоне захватывающие, очень недооцененное место, сотрудники сказали, что еще будут благоустраивать вскоре. Обалденная купель в каньоне в которой можно искупаться и пофоткаться. Вода прохладная, но хорошая, прозрачная. В конце пути обалденный каменный завал, и через него мост. На этом маршрут говорят заканчивается, но за завалом ещё большое количество красивых локаций. В конце пути вышли на пикниковую поляну. Все понравилось, рекомендую! 
      
      
",02 июля 2021
19,10,"
Детей пускают бесплатно С мужем и с ребёнком поехали в каньон, что бы пройтись по маршруту. Ребёнка пустили бесплатно (8 лет). Мы конечно в восторге. Были почти везде в Сочи, Каньон особенно понравился. Нетронутая природа, все экологично. Даже мусора не встретили нигде. В каньоне даже можно искупаться, что очень радует после долгой прогулки. В конце маршрута покушали в кафе шашлыка. 
      
      
",02 июля 2021
20,10,"
Место для красивых фотографий и хайкинга Живописное местечко. Подойдёт для отдыха с друзьями, но не с детьми. Настоящий маршрут для хайкинга. Накупались нафоткались, в конце пути поели шашлык и выпили пива. Доброжелательные сотрудники кафе добросили к началу маршрута. Очень чисто, явно регулярно убирают. Каньон и правда очень красивый, будто и не Сочи даже. 
      
      
",02 июля 2021
21,10,"
Обязательно к посещению Змей Горыныч, Жар птица и Квантовый скачок – три кита, на которых стоит сочи парк. Эти аттракционы просто крутые, эмоции после проката ни с чем не сравнить. Можно кататься сколько угодно, что мы и сделали. Очередей не боялись, потому что брали билеты-скороходы, с ними можно проходить на посадку первыми.  Увидели, что скоро откроется еще один экстремальный аттракцион, и это повод приехать в парк еще раз!
      
      
",01 апреля 2021
22,10,"
Как в сказке или фильме Удобно, что билет на целый день, по нему можно выходить и заходить в парк сколько угодно раз. В билет входят все аттракционы, ничего не нужно доплачивать. Несколько раз прокатились на желтой горке змей горыныч, на цепочках. Зашли в ресторан Роллер, вот уж где удивление! Оформление как будто в фантастическом фильме – американские горки прямо внутри ресторана, и по ним на столы приезжает заказ. 
      
      
",11 марта 2021
23,10,"
В 1976 году я здесь работал. Мой день начинался с приготовления шашлыка. Бараньи полутуши привозили из ресторана мы, вдвоем с поваром, топорами рубили на маленькие кусочки, баранина была из Австралии. К одиннадцати часам шли внутрь башни и до девятнадцати часов жарили шашлыки. Девочки в это время мариновали шашлыки на завтра и нанизывали на шпажки кусочки баранины для дальнейшей жарки на мангале целый день. Поток людей начинался с одиннадцати и до восемнадцати, всегда стояла очередь. Кафе на башне  открывалось в одиннадцать, когда начинали приезжать отдыхающие на экскурсионных автобусах.                     
      
      
",09 февраля 2021
24,10,"
Ресторан Ахун ранее, в советское время, входил в Сочинский трест столовых и ресторанов. Тогда уже появились такие рестораны как Огни Сочи, Лесная Поляна, Кавказский аул, Пацха и т.д. Легенда гласит, что вроде бы на этом самом месте, где был построен ресторан, очень давно был средневековый храм. Здесь посвящали в воины, заключались браки. И построенный на обломках святыни, ресторан разрушил создаваемую веками гармонию. В  1976 году я там работал поваром. Это был вне разрядный ресторан в то время это единственный ресторан где было варьете.Закрытие ресторана очень прозаическое - отсутствие воды и канализирование стоков. Попросту он работал на привозной воде. Для большого объекта это не приемлемо. Санэпидстанция закрыла. После закрытия ресторан обветшал и начал разрушаться.

",09 февраля 2021
25,10,"
Здорово, что открыт даже зимой Зимой в парке не сезон, но и билет стоит в три раза дешевле, и тут приятно просто прогуляться, пофотографироваться. Детям есть, чем заняться, в детском уголке все аттракционы крутятся-вертятся, да и дельфинарий открыт. Помню, что раньше парк вообще на зиму закрывался, хорошо, что сейчас решили не закрывать. 
      
      
",26 января 2021
26,10,"
Сочи парк-это сказка Сочи Парк – настоящая сказка, безумно красивое место, здесь всем будет интересно, и не важно сколько тебе лет – три года или тридцать. Крутые аттракционы, катались много раз без очередей. Даже в декабре много зелени, пальмы, невероятный ландшафт. Новогодние украшения, фотозоны -  отсюда не уйти без тысячи фотографий! Хотелось бы, чтобы парк и зимой работал дольше, а то всего до 7 вечера. 
      
      
",27 декабря 2020
27,10,"
Место, в котором чувствуешь себя ребёнком Аттракционы и прекрасное настроение - то, что нужно для продуктивного отдыха. А еще дельфинарий, ресторан Роллер, в котором еда съезжает сама по специальным трекам, невероятно красивая территория. Спасибо парку за то, что дал нам возможность почувствовать себя немножечко детьми!  

",09 декабря 2020
28,10,"
Просто красотища С удовольствием унесли пару тыквочек из парка. В последний день праздника Бабы Яги их просто так раздавали, и мы выбрали себе те, которые понравились. Вообще в Сочи Парке умеют удивлять – такую красоту сделали на осенних каникулах! Везде самые разные тыквы, какие-то невероятные фигуры, все очень красиво, в каждом уголке хотелось сфоткаться. По Парку ходила Баба Яга, всем махала и отправляла воздушные поцелуи, так прикольно! Здесь очень трепетное отношение к русским сказкам, и мне это нравится. 
      
      
",03 декабря 2020
29,10,"
Отличное место для отдыха Сочи Парк, Диснейленд на русский манер! Может быть, не так масштабно, но все равно очень мило! Тепло, солнце, морской бриз и масса удовольствия — что еще нужно для хорошего отдыха?! Здесь классно! Дети накатались от души — сколько хотели и на чем хотели! А мы, родители, отдыхали.
      
      
",02 ноября 2020
30,2,"
Проклятый Сочи Был в сентябре 2020 года,ничего не изменилось за пятнадцать лет, с последнего посещения. Оборзевшие местные барыги. Спрашиваю, посему такие высокие цены, у вас может быть на пальмах деньги зреют. Шипят в ответ, или лаются. Девиз  Сочи :"" обмани прохожего, на лоха похожего"" Никаких мер по вирису не соблюдают. Читаю заказные положительные отзывы, о возмущаюсь бесконечному цинизму. Короче, приехал из Сочи с Ковидом, сейчас занимаюсь в больнице. Если оклемаюсь, обращаюсь во все инстанции, с требованием о введении повторного карантина. Кто мне популярно объяснит, почему я почти сдох за собственные деньги?                    
      
      
",11 октября 2020
31,10,"
Дельфинарий просто огонь Увидеть дельфина – такая радость, они удивительные существа, чистое удовольствие наблюдать за ними. Поэтому когда увидели, что в Сочи Парке есть дельфинарий, конечно же, побежали туда. Дельфинарий понравился, хороший ведущий, нескучный, все время обыгрывает все трюки, что-то новое рассказывает о дельфинах. Представление стоит посмотреть, очень советуем! Шоу входит в билет, доплачивать не нужно, ну если только берешь дополнительно плавание с дельфинами, то это стоило 3000 рублей. Было достаточно много желающих, мы не стали ждать. 
      
      
",17 сентября 2020
32,10,"
Уникальное место Умопомрачительный вид со смотровой площадки! Башня сама не такая высокая, 30 метров, взбираться не сложно. По соседству парк «Пик701», с колесом обозрения (стоит навернуть круг)! В веревочный парк и хаски-ферму не заходили. Больше всего поразила южная резиденция Деда Мороза. Очень советую это удивительное место. Можно покормить оленей, а также  написать письмо Деду Морозу прямо из его безумно уютного дома! Нас курировал гид по имени Егор - видно, что молодой человек с душой относится к своему делу. Огромное спасибо за создание такого прекрасного во всех отношения места!
      
      
",02 сентября 2020
33,10,"
Очеень здорово даже для старичков Как ни удивительно, оказалось, что Сочи Парк – отличное место для бабушек и дедушек с внуками. Гостям 60+ вход стоит 10 рублей, дети до 107 см проходят бесплатно. По словам моей мамы, им все понравилось, почувствовали себя молодыми и активными. Отдохнули на лавочке в тенистой аллейке, поводили внука на аттракционы, сходили в Роллер, ресторан, где еда скатывается по горкам. Да и в целом наши родители очень любят цветочки и деревья, а в Сочи парке их огромное количество, очень красивая территория! 
      
      
",20 августа 2020
34,1,"
Больше сюда не поеду Очень дорого, вонь канализации стоит на весь Адлер,пляжи как свалка,наебывают везде в такси на рынке в кафе гиды. Нервов потратил лет на 5 вперёд. 
      
      
",28 июля 2020
35,5,"
Серость. Пришлось менять Абхазию на Сочи. Из за авиабилета. И срочно. Живу в маленькой гостиничке, бюджетно. Но в номере в основном отдыхаю днём и ночью. Но вот уже почти сутки нет электричества. Авария на городской линии. На ровном месте!!;! Ни ливня, как в Подмосковье, ничего не было. Жара, пекло. Мы без кондиционера, ессесно. Благо, из трёх фаз только одна вылетела. Хоть розетки работают  Попутно только что и воду отключили. Опа. Если есть на свете рай...Помните? Неееееет, это точно не Краснодарский край. Постараюсь больше не рисковать нервами и сюда не ездить. И очень плохо отсутствие культурной жизни. Я бы на концерт сходила, а театр. А вот не работают они сейчас, отдыхают. Не нравится мне всё это. Разочарование. 
      
      
",27 июля 2020
36,9,"
На удивление, отдых прошел хорошо, не дорого, и достаточно на достойном уровне. Опыт отдыха у меня в нашей стране до этого был только в Крыму, от Крыма остались такие себе впечатления,как будто попал в СССР с плохим сервисом за дорого. А касаемо Сочи ожидал что то вроде Крыма но нет, курорт не уступает турецким курортам. А в кое чем даже и превосходит. Красивая природа, хорошая инфраструктура, доброжелательны персонал в отеле. Расплатится эпл пей можно везде, даже в общественном транспорте. Забегаловки и рестораны не такие и дорогие. Если сравнить с Крымом то отдых дешевле и на уровень выше. Вообщем если бы не пандемия то не добрался я бы до Сочи некогда, и не написал бы хороший отзыв.
      
      
",10 июля 2020
37,10,"
Баба Яга – наша любимая героиня! Если проводим в Сочи Парке целый день, несколько раз заходим к ней в Избушку, гуляем по резиденции. Она к любому ребенку может найти подход, любого развеселить растормошить! За ней дети ходят стайками, а нам, родителям, очень приятно за радостью своих детей наблюдать. Вообще анимация в Парке отличная, да и на все волшебные шоу ходим с удовольствием. 
      
      
",24 марта 2020
38,10,"
Новое открытие для нас - страна Медведия Рады возвращаться в Сочи Парк. Он постоянно удивляет и оставляет фантастические эмоции! Не хватает дня нагуляться, накататься, насмотреться на всю красоту вокруг! А ещё в парке постоянно появляется что-то новенькое. В этот раз сводили сыны в Медведию, на детскую игровую площадку. Узнали о ней на кассах, потому что там нам час в Медведии дали бонусом к детскому билету. 
      
      
",12 марта 2020
39,10,"
C нетерпением ждем работы парка в полном режиме Ждем открытия Сочи Парка в полном режиме, уже соскучились по экстремальным аттракционам. Всю зиму один шаролет работал, но ведь счастье в Квантовом Скачке! Приехали зимой, даже расстроились, что не прокатились на нем. Но вернемся в конце марта, к этому времени обещают запустить все аттракционы. 
      
      
",28 февраля 2020
40,10,"
День Рождения в Сочи Парке Были в Сочи Парке прошлым летом и тогда же решили, что отметим здесь день рождения дочери.  И зимой вернулись снова. Заказали квест с принцессами и королями, который подготовили специально для нас артисты Сочи Парка, было действительно круто и, что самое главное, необычно, самый интересный день рождения получился, хотя мы всегда стараемся что-то эдакое придумать. Имениннице в день рождения вход стоил 10 рублей, и всем гостям тоже была хорошая скидка. 
      
      
",26 февраля 2020
41,8,"
Посмотреть можно. но только вечером Не разделяю восторгов по поводу олимпийского парка. Честно говоря это не место для прогулок, поскольку по жаре бродить под открытым солнцем то еще удовольствие. сама ездила туда два раза - на стадион на ледовое шоу и на шоу фонтанов. Оба раза вечером, так что было комфортно. Из минусов - вечером на шоу фонтанов давка на транспорт (мини-автобусики). как в общем то и в обратный путь. пришлось отстоять немалые такие очереди. в остальном нормально - на раз посмотреть.
      
      
",18 февраля 2020
42,8,"
Нормальный парк Ну конечно парк не настолько крут как его описывают. Тот же розарий - это поляна. на которой от силы 5 кустов роз цветет, так что обольщаться на его счет не стоит. Но так в принципе неплохой парк - много аттракционов, но опять таки для детей 3-6 лет выбора покататься не так много. Отдельно стоит отметить дельфинарий - в него стоит сходить. Зоопарк - ну можно посмотреть. Океанариум - такой себе, особенно для тех, кто был в адлерском. В остальные места увы не попали - шоу крокодилов не вызвало интереса смотреть, а сад бабочек два раза не работал. Но так развеяться прийти можно
      
      
",18 февраля 2020
43,10,"
Мечта пока Ой, как я хотела в дендрарий попасть - сколько раз была в Сочи и никак. в первый раз его затопило, закрыли парк. в позапрошлом году были с детьми - выбрались как раз из Туапсе (жили в отеле Марсель) в парк Ривьеру, и так получилось, что часть дороги шли пешком. Видели только бамбуковые заросли через решетку - но реально впечатлило. А так уж дети уставшие были - не хотели больше по парку гулять. Вот парк и самшитовая роща - два места, которые так ни разу и не посетила сколько ни хотела                    
      
      
",18 февраля 2020
44,10,"
Зимний Сочи Парк Зимой Сочи Парк выглядит не хуже, чем летом, красивая ухоженная территория, детские аттракционы работают, так что дети не сильно расстраиваются, что экстремальные не работают, все равно их туда не пустят. Нашли интересную комнату с интерактивными аттракционами, понравилось рисовать огромными фломастерами прямо на стене. То, о чем дети всегда мечтают – изрисовать стены, тут возможно без вреда. Хорошо, что работает ресторан Роллер, пообедали там, не пришлось выходить из парка. 
      
      
",25 декабря 2019
45,10,"
Лучший парк Посетили парк в третий раз. И опять убедились, что он лучший в России, это точно. Парк очень ухожен, приятно просто гулять по дорожкам, мимо резиденции бабы яги или в экодеревне. Шоу захватывающие, дельфины такие умные, с ними, кстати, можно плавать, но это теперь наша летняя идея-фикс. Но сюда едут, конечно, за аттракционами, и отлично, что купил билет и можно кататься сколько угодно.  
      
      
",15 ноября 2019
46,10,"
Самые экстремальные аттракционы Зашли в Сочи Парк во время прогулки по Олимпийскому парку, и остались очень довольны. Аттракционы, от которых дух захватывает, и на каждом можно кататься сколько угодно. Итого за 3700 в день просто укатались на самом крутом в России, а может и в мире Квантовом Скачке, знаменитой суперскоростной фиолетовой горке.  
      
      
",08 ноября 2019
47,10,"
Лучший Парк в России и Европе Спасибо огромное, очень классно и красиво в Сочи Парке. Европа отдыхает, честно, вы бы постояли в очередях по два часа в той же Порт Авентуре! Еда отличная, сотрудники супер, очень интересно, всем найдется занятие, и детей можно увлечь, и взрослым не скучно. Обязательно вернемся в следующем году! 
      
      
",18 октября 2019
48,10,"
Хочется поблагодарить Сочи Парк за позитивное настроение и яркие впечатления. Навсегда запомнится «Квантовый скачок», «Змей Горыныч» и «Жар-птица». Спасибо персоналу за вежливость и гостеприимство. Вы такие позитивные! Один обратный отсчет перед взлетом на Жар Птице чего стоит! 
      
      
",11 октября 2019
49,1,"
Совок Отдыхали у знакомых и столкнулись со всеми прелестями совковой бюрократии. Хамство и очень плохое впечатление.
      
      
",05 октября 2019
50,10,"
Огромное спасибо за проведенный день! Красота ландшафта очень обрадовала и удивила, все цветет и пахнет! Отметили очень дружелюбный персонал, на все вопросы отвечают, а у аттракциона Жар Птица отличный сотрудник, с чувством юмора парень! Обратный отсчет ведет до полета, добавляет эмоций! Честно, сложно что-то выделить, в Сочи Парке все круто. А то, что все развлечения входят в билет, вдвойне круто. Заплатил один раз, и катайся – укатайся. 
      
      
",20 сентября 2019
51,10,"
Лучший парк России Богатырские гонки, конечно, для малышей, машинки им очень интересны. Ну а взрослым круто сделать фото в нереально сказочных интерьерах, ведь территория самого аттракциона – это маленький городок, я такие только в Европе видела. Очень уютный, с домиками, с мостами, на которые можно всем заходить и осматривать окрестности. 
      
      
",12 августа 2019
