,mark,review_text,date
20,10,"
Рекомендую Всем привет!Не первый раз уже посещаем этот аквапарк и всегда довольны им. В Новороссийске такого комплекса, к сожалению, не найдёшь , поэтому первый наш поход пал именно на «Бегемот»Хочется сказать, что очень много мест общепита, никогда не останешься голодным, цены приемлемые.Детская  зона обширная, поэтому все остались в восторге. Сотрудники всегда были вежливы, что является для меня колоссальным плюсом. Вся территория чистая, что не может не радовать. Понравилось, что есть много шезлонгов, и многие находятся в тени, в такое пекло - самое то👍Есть место, где можно оставить вещи, всё удобно расположено, поэтому  никого и ничего не потеряешь😂Несмотря на то, что при входе забирают еду и напитки, это никак не повлияло на наше впечатление, ведь всё это предназначено для безопасности, в этом мы не  видим в этом ничего плохого.Кроме этого, получили кучу адреналина и приятных эмоций, рекомендую аквапарк к посещению!
      
      
",17 июля 2021
21,2,"
Не ехать! Никому не советую отдых в Геленджике! Народу тьма, пляж маленький (в центре). Забронировали гостиницу ещё в мае, сейчас 14.07.21. Описание было чудесное: первая линия 250 м до моря, номер 4000 рублей сутки (все в номере+завтрак). В итоге до моря 250 м, но пляжа нет совсем! Рядом причалы. Камни, по дну противно ходить (заросли). Так как пляжа нет, даже и воды не купить. Поехали в цент, а там продохнуть негде. Зря потраченные деньги. Были месяц назад в Кабардинке, там норм, но это был июнь. 
      
      
",14 июля 2021
22,4,"
Если воозможно, поменяйте свое направление!!! Приехали на море с детьми из далекой Сибири. Так получилось, что попали в город Геленджик. Об этом мы пожалели уже на третьи сутки, когда вся наша дружная компания не подцепила ротавирус. Второе разочарование нас посетило, когда в море обнаружили плавающие фикалии на протяжении всей береговой линии. Купаться невозможно, огромное скопление народа на пляже, дышать в городе приходиться выхлопными газами огромного количества транспорта. Очень жаль потраченные деньги и отпуск.  Отдых на 2 балла.
      
      
",12 июля 2021
23,6,"
холодная вода был 8.07.21. вода в детских бассейнах холоднее чем в море. пришли туда только ради детей. через час ушли. На входе  заставляют сдать принесённые с собой не только еду, но и даже воду, чтобы покупали у них. за 2 дня до этого были в аквапарке ""золотая бухта"", цена там конечно на 25 % выше, но там все на высшем уровне, вода в детских с подогревом и горки и территория круче на 100 %. Не экономьте.
      
      
",08 июля 2021
24,4,"
Осторожно Море в бухте грязное. Людей очень много, все дорого и заразно. Питьевой воды нет в домах. Дороги узкие, фрукты неизвестного производства. В аптеках покупают лекарства от отравления, в некоторых нет масок. После шторма нельзя купаться два дня. Ротовирус, кишечная инфекция. Желательно не кушать в кафе и т. д. 
      
      
",06 июля 2021
25,3,"
Грязное море С погодой повезло, но море очень и очень грязное (ладно бы листья опавшие, ветки, трава, но ведь плавает в воде грязь-полиэтиленовые пакеты, пластиковые крышки и бутылки, гигиенические прокладки и прочие интимные принадлежности (презервативы) , использованные маски  и тп и тд). Мне 56 лет. Была на отдыхе с внуком 5 лет. Если в моем детстве родители нам говорили купайтесь в удовольствие, не бойтесь, если морская вода попадёт в рот, нос, уши, то сейчас я уже только и следила, как бы  она не попала и в рот, и в нос, и в уши. Позорище! Что это за плескание на море получается и какое же это оздоровление организма!?! 
      
      
",01 июля 2021
26,1,"
Никому не советую. Позорище. Аквапарк позиционирует себя как лучший, но в итоге вы получаете: 1. Необоснованно высокую цену билета. 2. Шкафчики для хранения вещей без замков. 3. За доп стоимость можно взять шкафчик с замком лол. 4. Все шкафчики ржавые и древние позорище. 5. Шмон на входе на предмет проноса своей еды. Ничего нельзя брать с собой, для того чтобы впарить потом вам еду втридорога.6. ОГРОМНЫЕ очереди на горки. Для них важнее прибыль чем ваше удобство.7. Хамский персонал на горках.8. Завышенны на некачественную продукцию в кафе.9. Убитые в хлам раздевалки.10. Впаривают на входе билеты на 3д аттракционы на которые потом невозможно попасть. Впустую потраченное время и деньги никому не советую. Красная цена 1000₽
      
      
",22 июня 2021
27,2,"
Сейчас пробка почти от кабардинки, до геленджика едем 2 часа и еще час точно ехать будем. Кто то решил модернизировать дорогу в летний период.... просто жоооо(_!_)
      
      
",11 июня 2021
28,5,"
Большие пробки в Геленджике!!! 30.04.21г. Информация для всех, кто на машине собирается в Геленджик. На подьездах к Геленджику активно ведется строительство долгожданных автомобильных развязок. Поэтому сейчас и до конца года при подьездах к городу ОЧЕНЬ БОЛЬШИЕ ПРОБКИ (на несколько километров)!!!!!! Если есть возможность, в город лучше заезжать со стороны Джубги. Запаситесь терпением, нервами, бензином и водой.  Всем здоровья!
      
      
",01 мая 2021
29,10,"
Геленджик - город солнца Мы были в Геленджике этим летом. Думаю это самое лучшее место на Черноморском побережье. Людей было много но не как в Сочи после пандемии  Обязательно заберитесь на горы. Посетите водопады. 
      
      
",05 октября 2020
30,4,"
Ротовирус в Геленджике В сентября 20 года решили отправиться, посмотреть, что же за город такой Геленджик, город сам по себе нормальный, можно найти приличные и вкусные места, сама набережная конечно масштабная, но больше всего там треш кафе с музыкой в стиле Ирины Алегровой, море тёплое, радует, что есть песочные пляжи, вода достаточно чистой показалась на первый взгляд, но после купания в этой водичке, вечером нас ждал сюрприз, это очень сильное отравление, до скорой не дошло, но мы были близки вызвать ее, спустя 5 дней после отправления, полностью мы не смогли восстановиться, все ещё плоховатенько. Пришли к мнению, что больше не поедем отдыхать в Геленджик, за свои же деньги так страдать, это нужно быть мазохистом.  
      
      
",14 сентября 2020
31,2,"
Ужасно Ужас,воды в городе нет,после моря душ не принять,ни еду приготовить ,ни фрукты помыть.Не советую отдыхать тут.
      
      
",11 августа 2020
32,2,"
НЕ приезжайте в Геленджик. Люди, НЕ приезжайте в Геленджик! Воду в дома здесь дают по графику. Должны давать с 18 до 21 и с 6 до 9. По факту же дают когда им хочется, могут на пол часа в день. Ни помыться, ни постирать. Море грязное, на дне полно мусора - пластиковые пакеты,банки, бутылки и пр. Души на пляжах не работают. 
      
      
",25 июля 2020
33,5,"
Можно, но очень осторожно Добрый день. Были в июле 2020. Плюсы : очень ухоженный центр, очень красиво и аккуратно везде. Много разных пляжей ( песочные, каменные), много разных экскурсий. Развлечения на любой вкус и кошелёк. Минусы море( бухта) кто бы чтобы тут не писал, оно реально грязное, время от времени происходит  слив канализации в море. Если хотите незабываемый отпуск с ротовирусом. 
      
      
",24 июля 2020
34,1,"
Просто отстой Геленджик это как просроченная конфета!!! Красивая упаковка, а внутри ....... поселился в одном из новых корпусов на улице Крымская, дом 22. Постоянные проблемы с водой. Ее попросту тут нет! Смысл в красивой обстановке, когда тупо нет воды и никто об этом не оповещает! Первый и последний раз я в этой дыре отдыхаю! Неужели администрация и коммунальные службы не могут подготовиться к летнему сезону? Просто позор!!!!
      
      
",01 июля 2020
35,10,"
Чудесное место! Были в парке в октябре 2018го года. Народу было не очень много, поэтому все было супер! И насладились парком, каждым его уголком, и нафотались вдоволь) Парк замечательный и необычный! Да, небольшой, но каждый экспонат там стоит внимания, поражает фантазия создателя! Не хотелось уходить - красиво, эстетично, уютно! Работники парка очень доброжелательны) Лучше будет, если до посещения парка вы почитаете историю его создания, у парка шикарный сайт!
      
      
",07 сентября 2019
36,1,"
Море жутко грязное. Вышли 2 раза на пляж. Узнали, что многие болеют после купания в море ротавирусной инфекцией, после ни ногой туда(хорошо есть бассейн в пансионате).Цены пугают. По Набережной гулять невозможно, толпы народу, плюс велосипедная дорожка по которой шныряют двухколесные гонщики (прокат), и в основном дети, которые того и дело наедут на тебя. В самом городе гулять негде
      
      
",21 августа 2019
37,1,"
Кошмарррр. По другому не назовёшь... Что первое удивило-нет браслетов, на которые можно внести денежку... Как дурак бегаешь за денежкой к своему шкафчику(который оплачивается, кстати, отдельно:1750р.за вход+200р за шкафчик+200р.залог за шкафчик), чтобы купить что-нибудь. Все горки с ужасными швами, поэтому выбирала горки на плюшках, а там очереди жжжжуткие. В итоге ушли буквально через часа 4,т.к. развлекаться больше не на чем, кроме как этих горках со швами, которые занимают почти весь аквапарк. Горок много, все со швами и однотипные. Кафешки тоже дорогие, даже столовая, в которой казалось бы цены должны быть народными, пугает ценниками. Билеты продают только на весь день... Многие уходят как и мы, уже через 3-4 часа, т. к. аквапарк не комфортный, шкафчики совдеповские, кабинок для переодевания нет. Фууууу... Не стоит он этих денег 
      
      
",21 августа 2019
38,10,"
Потрясающие эмоции на месяц вперёд Живу в Краснодаре, еда первый раз попал в парк был просто в шоке от размеров и разнообразия, очень классное место как взрослым так и детям, очень советую
      
      
",30 июля 2019
39,6,"
Осторожно мошенники Бронировали квартиру в Геленджике по адресу Приморская 3, нашли объявление по Авито. Заплатили предоплату 15 процентов, то есть 4500, гр. Акимову Филиппу Владимировичу. Отдыхать планируем в сентябре 2019. На сегодняшний день (июль 2019) объявление исчезло из авито а Акимов не отвечает на телефон. Испарился вместе с залогом! Запомните этот адрес и имя и ни в коем случае не связывайтесь с этим человеком.
      
      
",14 июля 2019
40,1,"
Ужас Если хочется экстрима - вэлком в Геоенджик: море грязнющее, вокруг стройка, такой отпуск никогда не забудете 
      
      
",07 июня 2019
41,10,"
Масса положительных эмоций! Масса положительных эмоций! Территория большая, с высоты горок весь город как на ладони, очень много зелени, цветов, чисто Персонал ведёт себя вежливо объясняя все. Охранники вежливые, никто не орёт. Перед каждой горкой есть стенд с правилами, которые рассказывают, с какого возраста можно кататься. Лежаки бесплатные, и удобные. Если у вас кончилась вода, вы можете по билету взять бутылочку воды 0,5. В душевых кабинках напор воды хороший, в раздевалке скамейки, камеры хранения  В аквапарке есть очень хороший, большой детский городок для детей от 0-5 лет, с маленькими горочками и водой по щиколотку. Далее для детей более по старше уже есть горки по выше около 5. Это большой +! Детей много дети заняты и родители отдыхают!))
      
      
",21 марта 2019
42,10,"
Масса положительных эмоций! Масса положительных эмоций! Территория большая, с высоты горок весь город видно, очень много зелени, цветов, чисто.Персонал ведёт себя вежливо, всё объясняет. Охранники вежливые. Перед каждой горкой есть стенд с правилами, которые рассказывают, с какого возраста можно кататься.Лежаки бесплатные, и удобные.Если у вас кончилась вода, вы можете по билету взять 1 бутылку 0,5л.В душевых кабинках напор воды хороший, в раздевалке скамейки, камеры хранения.В аквапарке есть очень хороший, большой детский городок для детей от 0-5 лет, с маленькими горочками и водой по щиколотку. Далее для детей более по старше уже есть горки по выше около 5. Это большой +! Детей много дети заняты и родители отдыхают!))
      
      
",20 марта 2019
43,10,"
Очень классно!! Аквапарк поражает разнообразием горок. Для каждого возраста есть свои развлечения. Самая большая и экстремальная - ""Камикадзе"". Не менее интересная «Стелс», которая со стороны кажется абсолютно не страшной, но это не так)) Много горок и поспокойнее, на них тоже хорошо кататься. Так что если кто не любит острые ощущения, ему тут всё равно будет чем заняться. Да, очереди есть, но они быстро продвигаются. Чтобы не было очередей не видели ни в одном аквапарке. Есть много бассейнов -  с волнами, гидромассажный. В общем, даже если надоест кататься, можно поделать себе водный массаж, позагорать на шезлонгах (лежаков хватает, без них никто не останется.), перекусить. Приятно, что есть где оставить вещи (за отдельную плату, разумеется).Для детей тут рай. Впечатлений и воспоминаний на всю жизнь, а это главное!Были во многих аквапарках России, но ни с одним из них Золотая Бухта не сравниться, так как по величине ей на самом деле нет равных!
      
      
",20 марта 2019
44,10,"
Море эмоций))))))))))) Побывали с друзьями в Аквапарке в 2018. Всё очень понравилось!!  Указатели на территории полезная штука (не заблудишься точно)))) Горок много, есть среди них и экстремальные, как ""Камикадзе"" и ""Торнадо"", так и необычные -""Циклон"". Для ""релакса"" есть гидромассажный и волновой бассейны. Очень безопасно и круто!Для детей так же много горок, бассейны, фигурки всякиеДостаточно шезлонгов: и отдохнуть можно и от солнца спастись.В следующем сезоне приедем ещё раз покорять горки)

",19 марта 2019
45,10,"
Обязательно приеду ещё!!!!! Суперское место для семейного отдыха и любителей экстремальных развлечений, ведь тут есть аттракционы способные удовлетворить самые разнообразные запросы. Аквапарк Золотая включает в себя целый комплекс различных водных развлечений.Горки — Торнадо, Стелс, Камикадзе самые экстремальные! Комплекс «Скала»На территории аквапарка есть несколько летних кафе, в которых можно перекусить.
      
      
",19 марта 2019
46,10,"
Будьте внимательны с таксистами Краснодарского края Хочу оставить совет по такси в Новороссийске: 1. Никогда не берите такси у РЖД (очень много историй обмана таксистами прибывающих на отдых людей, цену ставят до Геленджика - 1 700,00 руб., по факту обманывают и берут до 3 000,00 руб.);  2. Не соглашайтесь на привоз Вас в гостевой дом хозяевами или их друзьями - обманывают и берут с Вас намного больше - 1 500,00 руб., в лучшем случаи; 3. Самый лучший способ приехать на такси от Новороссийска до Геленджика - это ""Яндекс.Такси"" - ездили 4-м за 800 руб., а от Геленджика до с. Дивноморск (7 км.) за 352 руб. - 4-о чел. А потом от с. Дивноморска до Новороссийска всего за - 1 050,00 руб. 4-х чел. Цены я указала в утренние часы поездок. Надеюсь, что мои советы помогут Вам и Вы не попадетесь на недобросовестных водителей Краснодарского края. Или более надежный вариант местные автобусы всего за 25 руб., но с пересадками. Зато дешево и удобно и никаких накладок. А с Геленджика до Новороссийска билет стоит на автобусе - 95 руб.
      
      
",20 августа 2018
