,mark,review_text,date
11,10,"
Прекрасное место! Вот Кисловодск просто идеальное место, чтобы спокойно отдохнуть и поправить свое состояние как физическое, так и ментальное. Ездила с подругой, так мы и достопримечательности с ней все обошли и объездили, и во всех заведениях/музеях побывали. Погода все время была чудесная, люди приветливы, еда вкусна! Отдельно отмечу воду Кисловодская целебная – оказалась действительно полезной. Многое узнали о ней, пока там были, ну и пили естественно ее постоянно. При проблемах с ЖКТ идеальна.
      
      
",22 июня 2022
12,4,"
Необходимо приобрести багажные каталки Здравствуйте! Ворота КМВ! Мне сегодня было очень стыдно за наш красивейший аэропорт. Сегодня столкнулась с такой проблемой , Прилетели, ждем багаж, у меня была проплачена и привезена доп  тяжелая сумка. Но увы… ни носильщика, ни собственно нужна была просто багажная каталка, в багажном терминале нет. Это что мы так встречаем гостей курорта? Все бегают -ищут. Стыдоба. Сейчас пропишу на всех сайтах, где можно написать отзыаы. Так дёшево… противно. Женщины волокут детей, чемоданы. 
      
      
",20 сентября 2021
13,2,"
Жизнь без воды Всем привет! Приехали в гости к родственникам в пос. Пятигорский , и это ужас, люди в посёлке живут без воды, совсем. Мы живем тут второй месяц. Ни помыться ни помыть посуду, ни постирать,  воды нет ни днём ни вечером ни утром. Это просто какой то средневековый 🏰 век, как тут живут бедные люди.Я в полнейшем шоке, теперь надо искать какое то место или баню чтобы хоть куда то поехать помыться. Администрация и руководство Пятигорска куда смотрит! Никаких мер не предпринимается.Туристы ни в коем случае не приезжайте сюда, вы не сможете элементарно помыться.  

",27 июня 2021
14,4,"
Как с детьми на коляске гулять в Кисловодске? Как с детьми на коляске гулять в Кисловодске? НИКАК! Инвалидам тем более. 
      
      
",27 ноября 2020
15,3,"
Очень портит отдых и пребывание в Железногорске гремящая музыка в парке у озера. Невозможно в комнате открыть окно, чтобы не слышать этого бум-бум- бум.. 
      
      
",03 октября 2020
16,4,"
как выехать из аэропорта в холле аэровокзала стоит стойка м надписью такси Проезд у них до г Железноводск составил 850 руб ,в тоже время яндекс такси стоит всего 350 руб .Что за нелигалы в аропорту
      
      
",10 июля 2020
17,9,"
выбирайтесь из дома в любую погоду и почаще) Гора кольцо находится на боргустанском хребте.там много интересных мест.вот один из вариантов прогулки по боргустанскому хребту над горой кольцо.                    
      
      
",23 января 2020
18,10,"
выбирайтесь из дому почаще) И монастырь интересен и сама гора. Вот один из вариантов как день провести с захватом монастыря и горы.                    
      
      
",23 января 2020
19,8,"
Прекрасно, но перед приездом читайте отзывы, чтобы точно все посетить Прекрасно отдохнули, взяли с женой отпуск и отправились кататься по КМВ. Посетили все города, которые хотели, останавливались в Мин водах , потому что здесь самое дешевое жилье. Машину брали в прокат тоже в Мин-водах, чтобы было удобно добираться из аэропорта. Вышло тоже дешево, брали в Автостиле.Всего провели на КМВ 10 дней. за это время сбросили в весе, наладили свое питание, посетили Пятигорск, Кисловодск, Ессентуки и Железноводск. Жаль, что мы заранее не стали читать отзывы о этом курорте, сейчас нашли гораздо больше мест, чем мы посетили. Может в следующем году наверстаем упущенное. Так что не тратьте время и деньги на моря, езжайте оздоравливаться!  И читайте заранее отзывы! 
      
      
",16 декабря 2019
20,2,"
Шаляпин умер в 1938г Дешевая легенда. Открылся в конце 40х.""Говорят, что однажды в нем обедал Федор Шаляпин""Шаляпин умер в 1938г. в Париже, и плевать хотел на ваш большевистский Пятигорск.владельцам нужно уволить маркетолога кто распространил такую ересь.                                
      
      
",17 октября 2019
21,10,"
Не надо морочить людям голову негативными отзывами! Только что вернулись с сыном из Иноземцева (санаторий Машук Аква-Терм) - мы в полном восторге. Все отзывы здесь о нём ""старые"" и не соответствуют действительности. Посмотрите свежие рейтинги  и убедитесь, что пишут неправду! А лучше самим съездить и убедиться, что санаторий классный. Просто не надо напраслину на этот объект возводить. А сам г. Железноводск в последние годы просто расцвёл (центр на 100%) -мы были приятно удивлены (по сравнению с Пятигорском просто ""земля и небо""). Мы 4-ый раз ( с перерывами) отдыхаем на Северном Кавказе, поэтому видим изменения как в лучшую, так и в худшую сторону.
      
      
",29 августа 2019
22,10,"
Кисловодск... Добрый вечер, хочу оставить свой отзыв об отдыхе в этот раз, так как мы в Кисловодске бываем часто, нам очень нравится там, такая природа в 2 часах всего от нас,  раньше бабушка жила, останавливались у нее конечно, теперь приходится в гостиницах. Так вот, нам очень повезло снять дом, 2 этажный, недорого.  Хозяин очень доброжелательный, дом чистый, новый, наверху 3 спальни, внизу гостиная и кухня,  есть посуда, мангал, замечательная терраса с прекрасным видом на Кисловодск, вокруг такая природа (дом стоит на горе), хозяин дал номер такси, до 100 руб. съездили на коллонаду, в парке погулять. Мы и дети ( младший налазился по горам вдоволь, еще просится ) очень довольны, будем теперь только здесь останавливаться!!! 
      
      
",12 марта 2019
23,8,"
Минеральные Воды -хорошо и полезно. Дорогие друзья,краткое описание посещения города ессентуки,города кмв очень романтичны,а ессентуки запомнился мне очень солнечным,праздничным.Добрым,хотелось бы только предупредить посещающих ставропольский край,о известной фирме sdaldom/kvartiraВсе: кассирша в авиакассах, турагент,девушки в нарзанных галереях, экскурсоводы,владельцы квартир были вежливыми и отзывчивыми,а вот эта фирма нас обманула.Будьте бдительны. Удачи всем в путешествиях.
      
      
",11 сентября 2018
24,1,"
Без комментарий! Это надо видеть, кошмар, а не аэропорт.
      
      
",18 декабря 2017
25,5,"
Это не аэропорт, а ужас! Это не аэропорт, а ужас! Заслуживают только двойку с плюсом. Зал прилета не оборудован, при выходе кавказские таксисты чуть не затаскивают в машины. 
      
      
",18 декабря 2017
26,10,"
поездка на майские в Ессентуки Ессентуки в мае очень уютен и несуетлив. Когда приезжаешь сюда , время как будто останавливается, вокруг нет той городской суеты , которая присутствует в больших мегаполисах , нет шума проезжающих машин, вокруг тебя только тишина и спокойствие. Ессентуки поражает архитектурой , сохранившейся советской эпохи, попадая в этот город , ощущаешь как будто оказался в прошлом , как будто попал  в семидесятые года прошлого века! Город красив не только архитектурой , в период весеннего цветения все вокруг тебя благоухает- цветут цветы на клумбах, цветут всевозможные кустарники и деревья -каштаны и вишни , сакураГуляя по уютным и тихим улочкам этого города , заблудится невозможно(даже если очень сильно захочешь). все дороги приведут к городскому вокзалу Так же в городе есть всевозможные питьевые галереи с минеральными источниками (которые кстати говоря, работают строго по расписанию)В хорошую погоду из окна нашего номера в отеле, находящегося на 3 этаже был виден Эльбрус
      
      
",05 декабря 2017
27,10,"
Тихое уютное великолепие Ессентуков Ессентуки необычайно спокойный и тихий курортный город. Старинная архитектура и  красивые парки , множество питьевых галерей с минеральными источниками . Тихий и несуетливый город Чистые и ухоженные улочки , заблудится на которых невозможно! Когда находишься в этом городе и видишь вокруг себя цветущие клумбы и кустарники , улыбающихся отдыхающих, становится светло и тепло на душе . Каждый кто побывал в этом небольшом городке мечтает еще раз оказаться в этом уютном и тихом городе, подальше от суеты огромных мегаполисов!
      
      
",05 декабря 2017
28,10,"
Не место красит человека , человек место Мы с сестрой ехали транзитом,через Минеральные Воды.Были сутки на вокзале.Пришлось остановиться в комнате длительного отдыха при жд вокзале.Поразило обслуживание . Нас приняла дежурная Емельяненко  Ольга Александровна .Вот уж действительно человек на своем месте.Пока нас устраивали в номер нам были предложены короткие экскурсии по Кисловодску,Мин.Водам.Ольга Александровна с такой любовью говорила о местах, которые можно посетить ,что мы не смогли удержаться и прекрасно провели время.Мало этого мы с обратного пути опаздывали на автобус с поезда.Ольга Александровна нашла вокзал с которого мы должны были уехать и даже договорилась с работниками вокзала.Нас ждал через четыре дня автобус на вокзале,20 минут,пока мы не добрались на такси.   на с поезда.Мне очень жаль я не сохранила фото Ольги Александровны.Очень хотелось бы чтобы все увидели сколько просто доброты у этого человека.
      
      
",07 октября 2017
29,10,"
Замечательно! Кисловодск прекрасный город. Чистый, ухоженный, с замечательным парком, очень интересными окрестностями, целебной водой, доброжелательными жителями и вкусной едой.  Много хороших гостиниц (мы останавливались в Короне и очень довольны) и кафе ( больше всего нам понравилось в городе Старый Баку, а в парке Чайный домик на Сосновой горе). Главная достопримечательность - парк: зелень, цветы, дорожки, изумительный воздух.
      
      
",26 августа 2017
30,2,"
плохое место для экскурсий ито потому что я не люблю матом всем привет. не советую это место тем кто хочет поехать туда и посмотреть на достопримечательности, потому что там их нету, вас никуда не пустят, лучше посмотреть фотки в интернете в 1000 раз красочнее чем наяву, максимум будете есть на улице и ещё не за каждый столик пустят. вобщем я не злой человек, но был там, довели.
      
      
",22 августа 2017
31,10,"
В Колосе и здороаья прибавят, и настроение улучшится! Спасибо коллективу санатория Колос за доброту и внимателтное отношение к отдыхающим! Колос 1 это уголок уюта, спокойствия и искренних улыбок! Всем советуем и родственникам, и друзьям.
      
      
",23 марта 2017
32,10,"
Прекрасная осень в Кисловодске! Только вернулись из Кисловодска. Cпасибо коллективу санатория ""Колос"" за прекрасный отдых и лечение. Получили массу изумительных впечатлений. Лечение и питание на отлично, номера чистые, все вовремя убирается. Отдельное спасибо нашим официанткам и поварам. Массажист - мастер высокого класса. Ходили пить минеральную воду в нарзанную галерею - все находится рядом с санаторием. Одним словом - нам все очень понравилось. Хотим еще сказать большое спасибо девочкам, кто занимается экскурсиями. Мы много посетили красивейших мест. Замечательно, что все эти услуги есть на территории санатория. СПАСИБО!Так держать!
      
      
",20 октября 2016
33,10,"
Чудесное место для лечения и отдыха Отдыхала в солнечном в сентябре 2015 года. Мне очень понравилось, не только хорошоОтдохнула, но и поправила здоровье. Для меня было главное лечение и оно там замечательное, у меня были водные процедуры, различные ванны, грязи, массаж, ингаляции, гинекологические процедуры, физио процедуры, консультации и ведение узкими специалистами, питьевое лечение, посещение бассейна и многое другое. Все процедуры входят в стоимость путевки, а вот спа процедуры – обертывание, косметолог, сауна и некоторые из развлечение - боулинг, бильярд надо оплачивать дополнительно.
      
      
",10 мая 2016
34,5,"
Я там была с мамой и нам там очень понравилось
      
      
",02 ноября 2015
35,10,"
Добрый день! Хочу оставить благодарность представителю компании Аэрофлот в Минеральных водах,не знаю его имени за помощь и понимание оказанную им 09.10.2015 бабушке 70 лет которая опаздывала на рейс  Мин-воды/Внуково,замечательный, внимательный,выполняющий свою работу ответсвенно, оказанная им правильная  консультация помогла успеть и все таки вылететь на праздновоние рождение внучки!!!Замечательный сотрудник компании Аэрофлот в Мин водах спасибо вам от всей семьи бабушки которой вы помогли!!!!
      
      
",10 октября 2015
36,8,"
хоть и не гость курорта, но местный житель Живу в Кисловодске. Очень красивый город, старый парк, особая атмосфера, а какие пейзажи. по экологии мы, кажется, на 6 месте по рф. Финансирования бы сюда побольше, больше рабочих мест, развлечений для молодежи. И стал бы город одним из лучших в России. Что касается частного сектора, скажу вам, не снимайте квартиры в районе свято- Никольского храма, там самые старые коммуникации в городе, воды может не быть весь день
      
      
",07 октября 2015
37,10,"
Прометей. Минеральные воды Был проездом в Минеральных водах и в аэропорту посоветовали посетить данную гостиницу. По приезду (доставили меня бесплатным трансфером) встретила администратор с приятной и отзывчивой внешностью. После оформления она проводила меня в номер. В номере было все что нужно, в душевой обнаружил и мыло и туалетную бумагу, приятно удивил и отличный wi-fi. Незнаю кому-как, а мне понравилось. Все чисто, аккуратно и без паффоса. Удачи Вам и процветания!
      
      
",09 июля 2015
38,8,"
Отдых в Кисловодске Отдых в Кисловодске рекомендую тем, кто не любит шума или хочет отдохнуть от суеты. Только ради прекрасного парка и чистейшего воздуха стоит посетить эту известную здравницу. Для молодежи инфраструктура пока не очень развита - всего пару клубов и один кинотеатр, зато множество экскурсионных направлений, что не может не радовать. <минус реклама> Кисловодск стоит того, чтобы его посетить!
      
      
",17 сентября 2013
39,10,"
В Пятигорск с детьми. В Пятигорске с детьми.1. Музей бабочек на Кирова.(рядом питьевая галерея).-2 часа.2.Новопятигорское озеро(можно трамваем).и Рядом в парк Победы с интерактивным залом.-весь день.3.Парк им.Кирова(озеро с черепахами).-4-5 часов.4.Съездить в Кисловодский дельфинарий.-пол дня.5.Подняться на канатке на Машук.-4 часа.6.Вечером погулять по Цветнику(с подьемом к Китайской беседке и прогулке к Эоловой арфе).-весь вечер.7.Съездить в Железноводск на 113 маршрутке от Верхнего рынка до озера (рядом сан.30 летия Победы).-весь день.8. на этой же маршрутке в парк Иноземцево(очень красив вечером подсветка).часов с 179.Сходить к музыкальному фонтанувечером к 21 рядом с городской администрацией.10.Поесть в кафе Сладкоежка недалеко от входа в Цветник.11.Сьездить электричкой в курортный парк Есентуков.Можно и в парк Победы и сан.Виктория-весь день.12. в Кисловодске попить горячий шоколад на Курортном бульваре у Питьевой галереи.Прогулятся до мостика Дамский капризи т.д-весь день...Будет интересно не только детям,родителям тоже.
      
", 18 февраля 2023
40,1,"
Не рекомендую экскурссии КМВ! Купили билеты в Домбай на экскурсию. на посадке увидели что наши места(нас 2 взрослых человека) на заднем сидении(машина 6 местная) , где чтобы сесть и ехать необходимо колени повернуть вбок(тесно). Функцию экскурсовода выполняет сам водитель потому что некуда сажать экскурсовода.А ехать 6 часов в дороге (3 часа в одну сторону). Обратились к хозяину  экскурсий - Артуру который оказался водителем этой машины, с просьбой помочь нам, решить вопрос...На что Артур расстроился что мы его отвлекли просьбой, вспылил, ответил что мы фантазеры, деньги нам не вернёт если мы не согласимся ехать сгруппировавшись и потерпеть.И  более того , больше мы вообще никогда никуда не поедем из Минвод потому что он хозяин всех этих экскурсионных бюро, он нас запомнил и даст приказ чтобы нас больше никогда никуда не возили и добавили в черный список.....))Вместо того чтобы предложить вариант комфортной езды Как нам было обещано на старте и за что мы впедед 100% оплатили.Или например предложить нам другую экскурсию, где есть свободные места и куда нас можно подсадить Если он хозяин всех экскурсий.... соответственно есть выбор и машины еще стоят наполняются... В крайнем случае есть экскурссии на те же Медовые водопады позже куда можно предложить нам добавиться но с комфортом. Было бы желание понять клиента, выполнить обещания и минимальная заинтересованность в людях.он резко повысил голос и стал угрожать что мы больше никуда не поедем стал доказывать что если сесть и сгруппироваться то коленки поместятся и не уткнутся впередистоящее кресло, что не соответствовало действительности (так как мы высокие люди, а соседи впереди тоже не готовы чуть подвинуть кресло вперед)Как итог на ровном месте не разобрался, не извинился, а наобор швырнул нам деньги,  и по газам!
      
", 16 июля 2022
41,10,"
Хорошо и с пользой провели там время Если говорить в целом, то нам понравилось в Минеральных водах. Город довольно уютный, спокойный. В первую очередь понравилась окружающая природа, есть куда сходить, прогуляться и отдохнуть. В плане культурного отдыха дела немного скромнее обстоят. Прям каких-то серьезных, грандиозных достопримечательностей не много. Я думаю, город в первую очередь рассчитан именно на спокойный, размеренный отдых с семьей. Мы ездили с мужем и дочкой, отдохнули хорошо. Помимо этот, мы с мужем немного здоровье себе поправили при помощи минеральной воды, которой там в достатке. Пили сульфатный нарзан, полезная вода и по вкусу понравилась. Даже когда домой вернулись, постарались что-то похожее найти, чтоб продолжать лечение желудка. В этом плане Кисловодская целебная понравилась, тоже сульфатный нарзан. Поездкой довольны. Вообще, приятно было выбраться на отдых, давно не выезжали. И приятно было тут побывать. Хоть и конечно, вариантов досуга тут не много. Но спокойно отдохнуть душой можно. Тем более, сам отдых тут сравнительно не дорогой.
      
", 06 июля 2022
42,10,"
Уютный город для отдыха Мне понравилось в Пятигорске. Довольно красивый город. По нему видно, что многое осталось еще со времен совестного союза, что на самом деле неплохо. И много чего нового. Есть где погулять, отдохнуть. Причем, и для любителей активного отдыха досуг есть, и просто спокойно отдохнуть можно. Не смотря на то что город туристический, много отдыхающих, город чистый и опрятный. Это прям приятно было. Отдыхали с супругом там в одном из местных санаториев. Попутно с отдыхом поправляли здоровье, благо, наличие минеральных вод этому способствует. Отдохнули замечательно, и душой и телом. Немного поправили состояние наших с мужем желудков, у обоих некоторые проблемы в этом плане есть. Пили там сульфатный нарзан. Потом, когда домой приехали, решили такую же минеральную воду найти, раз она нам так хорошо помогает. Оказалось, что не так просто найти. Но все-таки можно. Через интернет-магазин заказываем Кисловодскую целебную воду. Она прям такая, как мы в Пятигорске пили. Что касается отдыха. Все понравилось. Такой город приятный. Хотелось бы снова там побывать.
      
", 28 июня 2022
43,10,"
Знакомство с миниральными источниками Ездили в Кисловодск, по рекомендации друзей. Не пожалели. Отдыхали в спа отеле "" Главные нарзанные ванны"".  Соотношение цены и качества нас порадовало. Бронировали заранее на сайте отеля, так как ехали с другой области. Очень волновались, но реальность превзошла все ожидания. В отеле можно заказать экскурсии. Но особенно нам понравился Национальный парк. Долина роз просто восхитительна летом. Красивый, ухоженный розарий никого не оставит равнодушным. От санатория в шаговой доступности располагаются миниральные источники.  В самом санатории можно заказать оздоровительные процедуры. Мы принимали естественные нарзанные ванны, сервис прекрасный. Нам бесплатно предоставили шапочки и полотенца. После процедуры мы получили приятный подарок в виде кислородного коктеля.  Персонал улыбчивый и гостеприимный. Большой, чистый бассейн. Что немаловажно как для отдыха, так и для оздоровления.   Прекрасное место для отдыха. Нам очень понравилось. Мы обязательно вернемся.
      
", 30 октября 2021
